label,text,text_np,text_tokens,text_nostop,text_lem
ham,Bon courage pour ton examen demain !,bon courage pour ton examen demain ,"['bon', 'courage', 'pour', 'ton', 'examen', 'demain']","['bon', 'courage', 'examen', 'demain']","['bon', 'courage', 'examen', 'demain']"
ham,Je suis ravi de te revoir bientôt !,je suis ravi de te revoir bientôt ,"['je', 'suis', 'ravi', 'de', 'te', 'revoir', 'bientôt']","['ravi', 'revoir', 'bientôt']","['ravi', 'revoir', 'bientôt']"
ham,N’oublie pas notre rendez-vous chez le médecin.,n’oublie pas notre rendezvous chez le médecin,"['n', '’', 'oublie', 'pas', 'notre', 'rendezvous', 'chez', 'le', 'médecin']","['’', 'oublie', 'rendezvous', 'chez', 'médecin']","['’', 'oublier', 'rendezvou', 'chez', 'médecin']"
ham,Merci encore pour hier soir !,merci encore pour hier soir ,"['merci', 'encore', 'pour', 'hier', 'soir']","['merci', 'encore', 'hier', 'soir']","['merci', 'encore', 'hier', 'soir']"
ham,Je suis super content pour toi !,je suis super content pour toi ,"['je', 'suis', 'super', 'content', 'pour', 'toi']","['super', 'content']","['super', 'content']"
ham,Tu veux un café ?,tu veux un café ,"['tu', 'veux', 'un', 'café']","['veux', 'café']","['veux', 'café']"
ham,On peut se voir ce week-end ?,on peut se voir ce weekend ,"['on', 'peut', 'se', 'voir', 'ce', 'weekend']","['peut', 'voir', 'weekend']","['pouvoir', 'voir', 'weekend']"
spam,"Achetez 1 produit, obtenez-en 3 gratuitement !",achetez 1 produit obtenezen 3 gratuitement ,"['achetez', '1', 'produit', 'obtenezen', '3', 'gratuitement']","['achetez', '1', 'produit', 'obtenezen', '3', 'gratuitement']","['acheter', '1', 'produit', 'obtenezen', '3', 'gratuitement']"
ham,Peux-tu me donner l’adresse exacte ?,peuxtu me donner l’adresse exacte ,"['peuxtu', 'me', 'donner', 'l', '’', 'adresse', 'exacte']","['peuxtu', 'donner', '’', 'adresse', 'exacte']","['peuxtu', 'donner', '’', 'adresse', 'exact']"
spam,"Votre facture téléphonique est en attente de paiement, régularisez ici.",votre facture téléphonique est en attente de paiement régularisez ici,"['votre', 'facture', 'téléphonique', 'est', 'en', 'attente', 'de', 'paiement', 'régularisez', 'ici']","['facture', 'téléphonique', 'attente', 'paiement', 'régularisez', 'ici']","['factur', 'téléphonique', 'attente', 'paiement', 'régulariser', 'ici']"
spam,Gagnez des récompenses en répondant à ce court questionnaire !,gagnez des récompenses en répondant à ce court questionnaire ,"['gagnez', 'des', 'récompenses', 'en', 'répondant', 'à', 'ce', 'court', 'questionnaire']","['gagnez', 'récompenses', 'répondant', 'court', 'questionnaire']","['gagnez', 'récompense', 'répondre', 'court', 'questionnair']"
spam,Gagnez un iPhone gratuit ! Cliquez ici pour participer : www.fakelink3.com,gagnez un iphone gratuit  cliquez ici pour participer  wwwfakelink3com,"['gagnez', 'un', 'iphone', 'gratuit', 'cliquez', 'ici', 'pour', 'participer', 'wwwfakelink3com']","['gagnez', 'iphone', 'gratuit', 'cliquez', 'ici', 'participer', 'wwwfakelink3com']","['gagnez', 'iphon', 'gratuit', 'cliquer', 'ici', 'participer', 'wwwfakelink3com']"
ham,Je t’attends devant la gare.,je t’attends devant la gare,"['je', 't', '’', 'attends', 'devant', 'la', 'gare']","['’', 'attends', 'devant', 'gare']","['’', 'attend', 'devant', 'gare']"
spam,Gagnez un voyage gratuit ! Cliquez ici pour participer : www.fakelink2.com,gagnez un voyage gratuit  cliquez ici pour participer  wwwfakelink2com,"['gagnez', 'un', 'voyage', 'gratuit', 'cliquez', 'ici', 'pour', 'participer', 'wwwfakelink2com']","['gagnez', 'voyage', 'gratuit', 'cliquez', 'ici', 'participer', 'wwwfakelink2com']","['gagnez', 'voyage', 'gratuit', 'cliquer', 'ici', 'participer', 'wwwfakelink2com']"
spam,"Achetez 1 produit, obtenez-en 3 gratuitement !",achetez 1 produit obtenezen 3 gratuitement ,"['achetez', '1', 'produit', 'obtenezen', '3', 'gratuitement']","['achetez', '1', 'produit', 'obtenezen', '3', 'gratuitement']","['acheter', '1', 'produit', 'obtenezen', '3', 'gratuitement']"
spam,Faites fortune depuis chez vous en quelques clics !,faites fortune depuis chez vous en quelques clics ,"['faites', 'fortune', 'depuis', 'chez', 'vous', 'en', 'quelques', 'clics']","['faites', 'fortune', 'depuis', 'chez', 'quelques', 'clics']","['fait', 'fortune', 'depuis', 'chez', 'quelque', 'clic']"
ham,Passe une bonne journée !,passe une bonne journée ,"['passe', 'une', 'bonne', 'journée']","['passe', 'bonne', 'journée']","['passer', 'bon', 'journée']"
spam,Les 10 premiers inscrits recevront un cadeau spécial !,les 10 premiers inscrits recevront un cadeau spécial ,"['les', '10', 'premiers', 'inscrits', 'recevront', 'un', 'cadeau', 'spécial']","['10', 'premiers', 'inscrits', 'recevront', 'cadeau', 'spécial']","['10', 'premier', 'inscrit', 'recevoir', 'cadeau', 'spécial']"
spam,Bénéficiez d’une réduction immédiate de 50% sur votre prochaine commande !,bénéficiez d’une réduction immédiate de 50 sur votre prochaine commande ,"['bénéficiez', 'd', '’', 'une', 'réduction', 'immédiate', 'de', '50', 'sur', 'votre', 'prochaine', 'commande']","['bénéficiez', '’', 'réduction', 'immédiate', '50', 'prochaine', 'commande']","['bénéficiez', '’', 'réduction', 'immédiat', '50', 'prochain', 'command']"
ham,On mange ensemble demain midi ?,on mange ensemble demain midi ,"['on', 'mange', 'ensemble', 'demain', 'midi']","['mange', 'ensemble', 'demain', 'midi']","['mange', 'ensembl', 'demain', 'midi']"
ham,On se retrouve au café à 15h ?,on se retrouve au café à 15h ,"['on', 'se', 'retrouve', 'au', 'café', 'à', '15h']","['retrouve', 'café', '15h']","['retrouver', 'café', '15h']"
ham,J’ai trouvé une super recette à tester.,j’ai trouvé une super recette à tester,"['j', '’', 'ai', 'trouvé', 'une', 'super', 'recette', 'à', 'tester']","['’', 'trouvé', 'super', 'recette', 'tester']","['’', 'trouver', 'super', 'recette', 'tester']"
spam,Faites fortune depuis chez vous en quelques clics !,faites fortune depuis chez vous en quelques clics ,"['faites', 'fortune', 'depuis', 'chez', 'vous', 'en', 'quelques', 'clics']","['faites', 'fortune', 'depuis', 'chez', 'quelques', 'clics']","['fait', 'fortune', 'depuis', 'chez', 'quelque', 'clic']"
ham,On se retrouve au café à 15h ?,on se retrouve au café à 15h ,"['on', 'se', 'retrouve', 'au', 'café', 'à', '15h']","['retrouve', 'café', '15h']","['retrouver', 'café', '15h']"
ham,As-tu vu mon dernier message ?,astu vu mon dernier message ,"['astu', 'vu', 'mon', 'dernier', 'message']","['astu', 'vu', 'dernier', 'message']","['astu', 'voir', 'dernier', 'message']"
spam,Félicitations ! Vous êtes éligible pour un prêt de 10000 €. Contactez-nous dès maintenant !,félicitations  vous êtes éligible pour un prêt de 10000 € contacteznous dès maintenant ,"['félicitations', 'vous', 'êtes', 'éligible', 'pour', 'un', 'prêt', 'de', '10000', '€', 'contacteznous', 'dès', 'maintenant']","['félicitations', 'éligible', 'prêt', '10000', '€', 'contacteznous', 'dès', 'maintenant']","['félicitation', 'éligible', 'prêt', '10000', 'euro', 'contacteznou', 'dès', 'maintenant']"
ham,J’arrive chez toi dans 5 minutes.,j’arrive chez toi dans 5 minutes,"['j', '’', 'arrive', 'chez', 'toi', 'dans', '5', 'minutes']","['’', 'arrive', 'chez', '5', 'minutes']","['’', 'arriver', 'chez', '5', 'minute']"
spam,"Vous avez un colis en attente, confirmez vos informations ici : www.livraison-fake.com",vous avez un colis en attente confirmez vos informations ici  wwwlivraisonfakecom,"['vous', 'avez', 'un', 'colis', 'en', 'attente', 'confirmez', 'vos', 'informations', 'ici', 'wwwlivraisonfakecom']","['colis', 'attente', 'confirmez', 'informations', 'ici', 'wwwlivraisonfakecom']","['colis', 'attente', 'confirmer', 'information', 'ici', 'wwwlivraisonfakecom']"
spam,Besoin d’argent rapidement ? Recevez 1000€ dès aujourd’hui !,besoin d’argent rapidement  recevez 1000€ dès aujourd’hui ,"['besoin', 'd', '’', 'argent', 'rapidement', 'recevez', '1000€', 'dès', 'aujourd', '’', 'hui']","['besoin', '’', 'argent', 'rapidement', 'recevez', '1000€', 'dès', 'aujourd', '’', 'hui']","['besoin', '’', 'arger', 'rapidement', 'recevoir', '1000', 'euro', 'dès', 'aujourd', '’', 'hui']"
ham,"Bonjour, merci pour ton message. Je te rappelle plus tard.",bonjour merci pour ton message je te rappelle plus tard,"['bonjour', 'merci', 'pour', 'ton', 'message', 'je', 'te', 'rappelle', 'plus', 'tard']","['bonjour', 'merci', 'message', 'rappelle', 'plus', 'tard']","['bonjour', 'merci', 'message', 'rappeler', 'plus', 'tard']"
ham,On se retrouve devant le cinéma à 20h ?,on se retrouve devant le cinéma à 20h ,"['on', 'se', 'retrouve', 'devant', 'le', 'cinéma', 'à', '20h']","['retrouve', 'devant', 'cinéma', '20h']","['retrouve', 'devant', 'cinéma', '20h']"
spam,Dernière chance de profiter de cette offre incroyable !,dernière chance de profiter de cette offre incroyable ,"['dernière', 'chance', 'de', 'profiter', 'de', 'cette', 'offre', 'incroyable']","['dernière', 'chance', 'profiter', 'cette', 'offre', 'incroyable']","['dernier', 'chance', 'profiter', 'ce', 'offre', 'incroyable']"
spam,"Votre facture téléphonique est en attente de paiement, régularisez ici.",votre facture téléphonique est en attente de paiement régularisez ici,"['votre', 'facture', 'téléphonique', 'est', 'en', 'attente', 'de', 'paiement', 'régularisez', 'ici']","['facture', 'téléphonique', 'attente', 'paiement', 'régularisez', 'ici']","['factur', 'téléphonique', 'attente', 'paiement', 'régulariser', 'ici']"
ham,"Coucou, tu as des nouvelles de Emma ?",coucou tu as des nouvelles de emma ,"['coucou', 'tu', 'as', 'des', 'nouvelles', 'de', 'emma']","['coucou', 'nouvelles', 'emma']","['coucou', 'nouveau', 'emma']"
spam,Découvrez comment doubler votre argent en investissant avec nous.,découvrez comment doubler votre argent en investissant avec nous,"['découvrez', 'comment', 'doubler', 'votre', 'argent', 'en', 'investissant', 'avec', 'nous']","['découvrez', 'comment', 'doubler', 'argent', 'investissant']","['découvrir', 'comment', 'doubler', 'argent', 'investir']"
spam,"Nous avons un super investissement pour vous, contactez-nous maintenant.",nous avons un super investissement pour vous contacteznous maintenant,"['nous', 'avons', 'un', 'super', 'investissement', 'pour', 'vous', 'contacteznous', 'maintenant']","['super', 'investissement', 'contacteznous', 'maintenant']","['super', 'investissement', 'contacteznous', 'maintenant']"
ham,"Je suis en route, j’arrive dans 10 min.",je suis en route j’arrive dans 10 min,"['je', 'suis', 'en', 'route', 'j', '’', 'arrive', 'dans', '10', 'min']","['route', '’', 'arrive', '10', 'min']","['rout', '’', 'arriver', '10', 'min']"
ham,Je t’attends devant la gare.,je t’attends devant la gare,"['je', 't', '’', 'attends', 'devant', 'la', 'gare']","['’', 'attends', 'devant', 'gare']","['’', 'attend', 'devant', 'gare']"
spam,Votre compte WhatsApp sera supprimé si vous ne mettez pas à jour vos informations.,votre compte whatsapp sera supprimé si vous ne mettez pas à jour vos informations,"['votre', 'compte', 'whatsapp', 'sera', 'supprimé', 'si', 'vous', 'ne', 'mettez', 'pas', 'à', 'jour', 'vos', 'informations']","['compte', 'whatsapp', 'supprimé', 'si', 'mettez', 'jour', 'informations']","['compte', 'whatsapp', 'supprimer', 'si', 'mettre', 'jour', 'information']"
ham,Passe une bonne journée !,passe une bonne journée ,"['passe', 'une', 'bonne', 'journée']","['passe', 'bonne', 'journée']","['passer', 'bon', 'journée']"
spam,Découvrez comment doubler votre argent en investissant avec nous.,découvrez comment doubler votre argent en investissant avec nous,"['découvrez', 'comment', 'doubler', 'votre', 'argent', 'en', 'investissant', 'avec', 'nous']","['découvrez', 'comment', 'doubler', 'argent', 'investissant']","['découvrir', 'comment', 'doubler', 'argent', 'investir']"
ham,Merci encore pour hier soir !,merci encore pour hier soir ,"['merci', 'encore', 'pour', 'hier', 'soir']","['merci', 'encore', 'hier', 'soir']","['merci', 'encore', 'hier', 'soir']"
spam,"Crédit rapide sans enquête, obtenez 5000€ en moins de 24h.",crédit rapide sans enquête obtenez 5000€ en moins de 24h,"['crédit', 'rapide', 'sans', 'enquête', 'obtenez', '5000€', 'en', 'moins', 'de', '24h']","['crédit', 'rapide', 'sans', 'enquête', 'obtenez', '5000€', 'moins', '24h']","['crédit', 'rapide', 'sans', 'enquête', 'obtenir', '5000', 'euro', 'moins', '24h']"
ham,Je suis super content pour toi !,je suis super content pour toi ,"['je', 'suis', 'super', 'content', 'pour', 'toi']","['super', 'content']","['super', 'content']"
spam,Découvrez comment obtenir un prêt sans intérêt immédiatement.,découvrez comment obtenir un prêt sans intérêt immédiatement,"['découvrez', 'comment', 'obtenir', 'un', 'prêt', 'sans', 'intérêt', 'immédiatement']","['découvrez', 'comment', 'obtenir', 'prêt', 'sans', 'intérêt', 'immédiatement']","['découvrir', 'comment', 'obtenir', 'prêt', 'sans', 'intérêt', 'immédiatement']"
ham,"Salut, je t'envoie le document par email. Merci !",salut je tenvoie le document par email merci ,"['salut', 'je', 'tenvoie', 'le', 'document', 'par', 'email', 'merci']","['salut', 'tenvoie', 'document', 'email', 'merci']","['salut', 'tenvoie', 'document', 'e-mail', 'merci']"
spam,"Nous avons détecté une activité suspecte sur votre compte, vérifiez ici.",nous avons détecté une activité suspecte sur votre compte vérifiez ici,"['nous', 'avons', 'détecté', 'une', 'activité', 'suspecte', 'sur', 'votre', 'compte', 'vérifiez', 'ici']","['détecté', 'activité', 'suspecte', 'compte', 'vérifiez', 'ici']","['détecter', 'activité', 'suspect', 'compte', 'vérifier', 'ici']"
spam,Ne ratez pas cette opportunité unique de gagner gros !,ne ratez pas cette opportunité unique de gagner gros ,"['ne', 'ratez', 'pas', 'cette', 'opportunité', 'unique', 'de', 'gagner', 'gros']","['ratez', 'cette', 'opportunité', 'unique', 'gagner', 'gros']","['rater', 'ce', 'opportunité', 'unique', 'gagner', 'gros']"
spam,Faites fortune depuis chez vous en quelques clics !,faites fortune depuis chez vous en quelques clics ,"['faites', 'fortune', 'depuis', 'chez', 'vous', 'en', 'quelques', 'clics']","['faites', 'fortune', 'depuis', 'chez', 'quelques', 'clics']","['fait', 'fortune', 'depuis', 'chez', 'quelque', 'clic']"
ham,Je t’attends devant la gare.,je t’attends devant la gare,"['je', 't', '’', 'attends', 'devant', 'la', 'gare']","['’', 'attends', 'devant', 'gare']","['’', 'attend', 'devant', 'gare']"
spam,Ne ratez pas cette opportunité unique de gagner gros !,ne ratez pas cette opportunité unique de gagner gros ,"['ne', 'ratez', 'pas', 'cette', 'opportunité', 'unique', 'de', 'gagner', 'gros']","['ratez', 'cette', 'opportunité', 'unique', 'gagner', 'gros']","['rater', 'ce', 'opportunité', 'unique', 'gagner', 'gros']"
ham,"Salut, je t'envoie le document par email. Merci !",salut je tenvoie le document par email merci ,"['salut', 'je', 'tenvoie', 'le', 'document', 'par', 'email', 'merci']","['salut', 'tenvoie', 'document', 'email', 'merci']","['salut', 'tenvoie', 'document', 'e-mail', 'merci']"
spam,"Votre facture téléphonique est en attente de paiement, régularisez ici.",votre facture téléphonique est en attente de paiement régularisez ici,"['votre', 'facture', 'téléphonique', 'est', 'en', 'attente', 'de', 'paiement', 'régularisez', 'ici']","['facture', 'téléphonique', 'attente', 'paiement', 'régularisez', 'ici']","['factur', 'téléphonique', 'attente', 'paiement', 'régulariser', 'ici']"
spam,Cliquez ici pour découvrir une méthode révolutionnaire pour perdre du poids en 3 jours.,cliquez ici pour découvrir une méthode révolutionnaire pour perdre du poids en 3 jours,"['cliquez', 'ici', 'pour', 'découvrir', 'une', 'méthode', 'révolutionnaire', 'pour', 'perdre', 'du', 'poids', 'en', '3', 'jours']","['cliquez', 'ici', 'découvrir', 'méthode', 'révolutionnaire', 'perdre', 'poids', '3', 'jours']","['cliquer', 'ici', 'découvrir', 'méthode', 'révolutionnaire', 'perdre', 'poids', '3', 'jour']"
spam,Dernière chance de profiter de cette offre incroyable !,dernière chance de profiter de cette offre incroyable ,"['dernière', 'chance', 'de', 'profiter', 'de', 'cette', 'offre', 'incroyable']","['dernière', 'chance', 'profiter', 'cette', 'offre', 'incroyable']","['dernier', 'chance', 'profiter', 'ce', 'offre', 'incroyable']"
spam,"Nous avons un super investissement pour vous, contactez-nous maintenant.",nous avons un super investissement pour vous contacteznous maintenant,"['nous', 'avons', 'un', 'super', 'investissement', 'pour', 'vous', 'contacteznous', 'maintenant']","['super', 'investissement', 'contacteznous', 'maintenant']","['super', 'investissement', 'contacteznous', 'maintenant']"
spam,Faites fortune depuis chez vous en quelques clics !,faites fortune depuis chez vous en quelques clics ,"['faites', 'fortune', 'depuis', 'chez', 'vous', 'en', 'quelques', 'clics']","['faites', 'fortune', 'depuis', 'chez', 'quelques', 'clics']","['fait', 'fortune', 'depuis', 'chez', 'quelque', 'clic']"
ham,"Salut, je t'envoie le document par email. Merci !",salut je tenvoie le document par email merci ,"['salut', 'je', 'tenvoie', 'le', 'document', 'par', 'email', 'merci']","['salut', 'tenvoie', 'document', 'email', 'merci']","['salut', 'tenvoie', 'document', 'e-mail', 'merci']"
ham,"Salut, tu viens toujours ce soir ?",salut tu viens toujours ce soir ,"['salut', 'tu', 'viens', 'toujours', 'ce', 'soir']","['salut', 'viens', 'toujours', 'soir']","['salut', 'vien', 'toujours', 'soir']"
spam,"Attention : Votre compte Facebook a été piraté, réinitialisez votre mot de passe ici.",attention  votre compte facebook a été piraté réinitialisez votre mot de passe ici,"['attention', 'votre', 'compte', 'facebook', 'a', 'été', 'piraté', 'réinitialisez', 'votre', 'mot', 'de', 'passe', 'ici']","['attention', 'compte', 'facebook', 'piraté', 'réinitialisez', 'mot', 'passe', 'ici']","['attention', 'compte', 'facebook', 'pirater', 'réinitialisez', 'mot', 'passer', 'ici']"
ham,"Merci pour ton aide, c’était top !",merci pour ton aide c’était top ,"['merci', 'pour', 'ton', 'aide', 'c', '’', 'était', 'top']","['merci', 'aide', '’', 'top']","['merci', 'aide', '’', 'top']"
spam,Téléchargez cette application et recevez un bon d’achat de 50€.,téléchargez cette application et recevez un bon d’achat de 50€,"['téléchargez', 'cette', 'application', 'et', 'recevez', 'un', 'bon', 'd', '’', 'achat', 'de', '50€']","['téléchargez', 'cette', 'application', 'recevez', 'bon', '’', 'achat', '50€']","['télécharger', 'ce', 'application', 'recevoir', 'bon', '’', 'achat', '50', 'euro']"
spam,Mettez à jour vos informations pour éviter la suppression de votre compte.,mettez à jour vos informations pour éviter la suppression de votre compte,"['mettez', 'à', 'jour', 'vos', 'informations', 'pour', 'éviter', 'la', 'suppression', 'de', 'votre', 'compte']","['mettez', 'jour', 'informations', 'éviter', 'suppression', 'compte']","['mettre', 'jour', 'information', 'éviter', 'suppression', 'compte']"
spam,Dernière chance de profiter de cette offre incroyable !,dernière chance de profiter de cette offre incroyable ,"['dernière', 'chance', 'de', 'profiter', 'de', 'cette', 'offre', 'incroyable']","['dernière', 'chance', 'profiter', 'cette', 'offre', 'incroyable']","['dernier', 'chance', 'profiter', 'ce', 'offre', 'incroyable']"
spam,"N'attendez plus, votre chance de devenir riche est ici.",nattendez plus votre chance de devenir riche est ici,"['nattendez', 'plus', 'votre', 'chance', 'de', 'devenir', 'riche', 'est', 'ici']","['nattendez', 'plus', 'chance', 'devenir', 'riche', 'ici']","['nattendez', 'plus', 'chance', 'devenir', 'riche', 'ici']"
ham,Tu as vu le match d’hier ?,tu as vu le match d’hier ,"['tu', 'as', 'vu', 'le', 'match', 'd', '’', 'hier']","['vu', 'match', '’', 'hier']","['voir', 'match', '’', 'hier']"
spam,Participez à notre tirage au sort pour gagner une voiture neuve !,participez à notre tirage au sort pour gagner une voiture neuve ,"['participez', 'à', 'notre', 'tirage', 'au', 'sort', 'pour', 'gagner', 'une', 'voiture', 'neuve']","['participez', 'tirage', 'sort', 'gagner', 'voiture', 'neuve']","['participer', 'tirage', 'sortir', 'gagner', 'voiture', 'neuf']"
ham,"J’espère que tu vas bien, ça fait longtemps !",j’espère que tu vas bien ça fait longtemps ,"['j', '’', 'espère', 'que', 'tu', 'vas', 'bien', 'ça', 'fait', 'longtemps']","['’', 'espère', 'vas', 'bien', 'ça', 'fait', 'longtemps']","['’', 'espérer', 'aller', 'bien', 'cela', 'faire', 'longtemps']"
ham,J’arrive chez toi dans 5 minutes.,j’arrive chez toi dans 5 minutes,"['j', '’', 'arrive', 'chez', 'toi', 'dans', '5', 'minutes']","['’', 'arrive', 'chez', '5', 'minutes']","['’', 'arriver', 'chez', '5', 'minute']"
ham,C’était une journée incroyable !,c’était une journée incroyable ,"['c', '’', 'était', 'une', 'journée', 'incroyable']","['’', 'journée', 'incroyable']","['’', 'journée', 'incroyable']"
ham,"Je suis en vacances, c’est top ici !",je suis en vacances c’est top ici ,"['je', 'suis', 'en', 'vacances', 'c', '’', 'est', 'top', 'ici']","['vacances', '’', 'top', 'ici']","['vacance', '’', 'top', 'ici']"
ham,C’était une journée incroyable !,c’était une journée incroyable ,"['c', '’', 'était', 'une', 'journée', 'incroyable']","['’', 'journée', 'incroyable']","['’', 'journée', 'incroyable']"
ham,"Bonjour, je suis occupé en ce moment. Je te rappelle plus tard.",bonjour je suis occupé en ce moment je te rappelle plus tard,"['bonjour', 'je', 'suis', 'occupé', 'en', 'ce', 'moment', 'je', 'te', 'rappelle', 'plus', 'tard']","['bonjour', 'occupé', 'moment', 'rappelle', 'plus', 'tard']","['bonjour', 'occuper', 'moment', 'rappell', 'plus', 'tard']"
spam,Achetez maintenant et recevez un bonus de 100€ en cashback.,achetez maintenant et recevez un bonus de 100€ en cashback,"['achetez', 'maintenant', 'et', 'recevez', 'un', 'bonus', 'de', '100€', 'en', 'cashback']","['achetez', 'maintenant', 'recevez', 'bonus', '100€', 'cashback']","['acheter', 'maintenant', 'recevoir', 'bonus', '100', 'euro', 'cashback']"
ham,"J’espère que tu vas bien, ça fait longtemps !",j’espère que tu vas bien ça fait longtemps ,"['j', '’', 'espère', 'que', 'tu', 'vas', 'bien', 'ça', 'fait', 'longtemps']","['’', 'espère', 'vas', 'bien', 'ça', 'fait', 'longtemps']","['’', 'espérer', 'aller', 'bien', 'cela', 'faire', 'longtemps']"
ham,Coucou ! Tu as fini ton travail ? On se retrouve à le parc ?,coucou  tu as fini ton travail  on se retrouve à le parc ,"['coucou', 'tu', 'as', 'fini', 'ton', 'travail', 'on', 'se', 'retrouve', 'à', 'le', 'parc']","['coucou', 'fini', 'travail', 'retrouve', 'parc']","['coucou', 'finir', 'travail', 'retrouve', 'parc']"
spam,Gagnez des récompenses en répondant à ce court questionnaire !,gagnez des récompenses en répondant à ce court questionnaire ,"['gagnez', 'des', 'récompenses', 'en', 'répondant', 'à', 'ce', 'court', 'questionnaire']","['gagnez', 'récompenses', 'répondant', 'court', 'questionnaire']","['gagnez', 'récompense', 'répondre', 'court', 'questionnair']"
ham,"Bonjour, je suis occupé en ce moment. Je te rappelle plus tard.",bonjour je suis occupé en ce moment je te rappelle plus tard,"['bonjour', 'je', 'suis', 'occupé', 'en', 'ce', 'moment', 'je', 'te', 'rappelle', 'plus', 'tard']","['bonjour', 'occupé', 'moment', 'rappelle', 'plus', 'tard']","['bonjour', 'occuper', 'moment', 'rappell', 'plus', 'tard']"
ham,As-tu bien reçu mon message ?,astu bien reçu mon message ,"['astu', 'bien', 'reçu', 'mon', 'message']","['astu', 'bien', 'reçu', 'message']","['astu', 'bien', 'recevoir', 'message']"
spam,Votre compte a été sélectionné pour une récompense de 10000 €. Cliquez ici pour réclamer : www.fakelink2.com,votre compte a été sélectionné pour une récompense de 10000 € cliquez ici pour réclamer  wwwfakelink2com,"['votre', 'compte', 'a', 'été', 'sélectionné', 'pour', 'une', 'récompense', 'de', '10000', '€', 'cliquez', 'ici', 'pour', 'réclamer', 'wwwfakelink2com']","['compte', 'sélectionné', 'récompense', '10000', '€', 'cliquez', 'ici', 'réclamer', 'wwwfakelink2com']","['compte', 'sélectionner', 'récompense', '10000', 'euro', 'cliquer', 'ici', 'réclamer', 'wwwfakelink2com']"
ham,Coucou ! Tu as fini ton travail ? On se retrouve à le parc ?,coucou  tu as fini ton travail  on se retrouve à le parc ,"['coucou', 'tu', 'as', 'fini', 'ton', 'travail', 'on', 'se', 'retrouve', 'à', 'le', 'parc']","['coucou', 'fini', 'travail', 'retrouve', 'parc']","['coucou', 'finir', 'travail', 'retrouve', 'parc']"
ham,On mange ensemble demain midi ?,on mange ensemble demain midi ,"['on', 'mange', 'ensemble', 'demain', 'midi']","['mange', 'ensemble', 'demain', 'midi']","['mange', 'ensembl', 'demain', 'midi']"
ham,As-tu bien reçu mon message ?,astu bien reçu mon message ,"['astu', 'bien', 'reçu', 'mon', 'message']","['astu', 'bien', 'reçu', 'message']","['astu', 'bien', 'recevoir', 'message']"
ham,Je suis super content pour toi !,je suis super content pour toi ,"['je', 'suis', 'super', 'content', 'pour', 'toi']","['super', 'content']","['super', 'content']"
spam,"Nouveau job à domicile, gagnez jusqu’à 3000€ par mois !",nouveau job à domicile gagnez jusqu’à 3000€ par mois ,"['nouveau', 'job', 'à', 'domicile', 'gagnez', 'jusqu', '’', 'à', '3000€', 'par', 'mois']","['nouveau', 'job', 'domicile', 'gagnez', 'jusqu', '’', '3000€', 'mois']","['nouveau', 'job', 'domicil', 'gagnez', 'jusqu', '’', '3000', '€', 'mois']"
spam,"Nous avons un super investissement pour vous, contactez-nous maintenant.",nous avons un super investissement pour vous contacteznous maintenant,"['nous', 'avons', 'un', 'super', 'investissement', 'pour', 'vous', 'contacteznous', 'maintenant']","['super', 'investissement', 'contacteznous', 'maintenant']","['super', 'investissement', 'contacteznous', 'maintenant']"
spam,Vous devez confirmer votre compte IMMEDIATEMENT pour éviter la suppression.,vous devez confirmer votre compte immediatement pour éviter la suppression,"['vous', 'devez', 'confirmer', 'votre', 'compte', 'immediatement', 'pour', 'éviter', 'la', 'suppression']","['devez', 'confirmer', 'compte', 'immediatement', 'éviter', 'suppression']","['devoir', 'confirmer', 'compte', 'immediatement', 'éviter', 'suppression']"
ham,Rendez-vous à 18h comme prévu ?,rendezvous à 18h comme prévu ,"['rendezvous', 'à', '18h', 'comme', 'prévu']","['rendezvous', '18h', 'comme', 'prévu']","['rendezvous', '18h', 'comme', 'prévoir']"
spam,"Vous avez un colis en attente, confirmez vos informations ici : www.livraison-fake.com",vous avez un colis en attente confirmez vos informations ici  wwwlivraisonfakecom,"['vous', 'avez', 'un', 'colis', 'en', 'attente', 'confirmez', 'vos', 'informations', 'ici', 'wwwlivraisonfakecom']","['colis', 'attente', 'confirmez', 'informations', 'ici', 'wwwlivraisonfakecom']","['colis', 'attente', 'confirmer', 'information', 'ici', 'wwwlivraisonfakecom']"
spam,Félicitations ! Vous êtes éligible pour un prêt de 50000 €. Contactez-nous dès maintenant !,félicitations  vous êtes éligible pour un prêt de 50000 € contacteznous dès maintenant ,"['félicitations', 'vous', 'êtes', 'éligible', 'pour', 'un', 'prêt', 'de', '50000', '€', 'contacteznous', 'dès', 'maintenant']","['félicitations', 'éligible', 'prêt', '50000', '€', 'contacteznous', 'dès', 'maintenant']","['félicitation', 'éligible', 'prêt', '50000', '€', 'contacteznou', 'dès', 'maintenant']"
ham,"Salut, as-tu vu le dernier film au cinéma ? C'était incroyable !",salut astu vu le dernier film au cinéma  cétait incroyable ,"['salut', 'astu', 'vu', 'le', 'dernier', 'film', 'au', 'cinéma', 'cétait', 'incroyable']","['salut', 'astu', 'vu', 'dernier', 'film', 'cinéma', 'cétait', 'incroyable']","['salut', 'astu', 'voir', 'dernier', 'film', 'cinéma', 'cétait', 'incroyable']"
ham,Tu veux un café ?,tu veux un café ,"['tu', 'veux', 'un', 'café']","['veux', 'café']","['veux', 'café']"
