label,text,text_np,text_tokens,text_nostop,text_lem,length,punc%,cap%
spam,"Vous avez un message vocal non lu, écoutez-le ici.",vous avez un message vocal non lu écoutezle ici,"['vous', 'avez', 'un', 'message', 'vocal', 'non', 'lu', 'écoutezle', 'ici']","['message', 'vocal', 'non', 'lu', 'écoutezle', 'ici']","['message', 'vocal', 'non', 'lire', 'écoutezle', 'ici']",0.36708860759493667,0.5916666666666666,0.04932735426008968
ham,On se retrouve devant le cinéma à 20h ?,on se retrouve devant le cinéma à 20h ,"['on', 'se', 'retrouve', 'devant', 'le', 'cinéma', 'à', '20h']","['retrouve', 'devant', 'cinéma', '20h']","['retrouve', 'devant', 'cinéma', '20h']",0.22784810126582278,0.26666666666666666,0.08520179372197312
ham,"Salut Thomas, ça va ? On se voit ce soir pour le dîner ?",salut thomas ça va  on se voit ce soir pour le dîner ,"['salut', 'thomas', 'ça', 'va', 'on', 'se', 'voit', 'ce', 'soir', 'pour', 'le', 'dîner']","['salut', 'thomas', 'ça', 'va', 'voit', 'soir', 'dîner']","['salut', 'thomas', 'cela', 'aller', 'voir', 'soir', 'dîner']",0.379746835443038,0.5833333333333334,0.25560538116591935
spam,Votre profil LinkedIn a été sélectionné pour une opportunité unique.,votre profil linkedin a été sélectionné pour une opportunité unique,"['votre', 'profil', 'linkedin', 'a', 'été', 'sélectionné', 'pour', 'une', 'opportunité', 'unique']","['profil', 'linkedin', 'sélectionné', 'opportunité', 'unique']","['profil', 'linkedin', 'sélectionner', 'opportunité', 'unique']",0.5822784810126582,0.14166666666666666,0.17040358744394618
spam,"Votre compte bancaire a été bloqué, vérifiez votre identité ici : www.faux-site.com",votre compte bancaire a été bloqué vérifiez votre identité ici  wwwfauxsitecom,"['votre', 'compte', 'bancaire', 'a', 'été', 'bloqué', 'vérifiez', 'votre', 'identité', 'ici', 'wwwfauxsitecom']","['compte', 'bancaire', 'bloqué', 'vérifiez', 'identité', 'ici', 'wwwfauxsitecom']","['compte', 'bancaire', 'bloquer', 'vérifier', 'identiter', 'ici', 'wwwfauxsitecom']",0.7468354430379747,0.575,0.004484304932735432
spam,Téléchargez cette application et recevez un bon d’achat de 50€.,téléchargez cette application et recevez un bon d’achat de 50€,"['téléchargez', 'cette', 'application', 'et', 'recevez', 'un', 'bon', 'd', '’', 'achat', 'de', '50€']","['téléchargez', 'cette', 'application', 'recevez', 'bon', '’', 'achat', '50€']","['télécharger', 'ce', 'application', 'recevoir', 'bon', '’', 'achat', '50', 'euro']",0.5189873417721519,0.15833333333333333,0.026905829596412557
spam,Offre spéciale ! Obtenez 70% de réduction sur votre prochain achat. Cliquez ici : www.fakelink3.com,offre spéciale  obtenez 70 de réduction sur votre prochain achat cliquez ici  wwwfakelink3com,"['offre', 'spéciale', 'obtenez', '70', 'de', 'réduction', 'sur', 'votre', 'prochain', 'achat', 'cliquez', 'ici', 'wwwfakelink3com']","['offre', 'spéciale', 'obtenez', '70', 'réduction', 'prochain', 'achat', 'cliquez', 'ici', 'wwwfakelink3com']","['offrir', 'spécial', 'obtenir', '70', 'réduction', 'prochain', 'achat', 'cliquer', 'ici', 'wwwfakelink3com']",0.9113924050632911,0.5916666666666666,0.09865470852017941
spam,Trop beau pour être vrai ? Essayez et voyez par vous-même !,trop beau pour être vrai  essayez et voyez par vousmême ,"['trop', 'beau', 'pour', 'être', 'vrai', 'essayez', 'et', 'voyez', 'par', 'vousmême']","['trop', 'beau', 'être', 'vrai', 'essayez', 'voyez', 'vousmême']","['trop', 'beau', 'être', 'vrai', 'essayez', 'voir', 'vousmême']",0.44303797468354433,0.5166666666666666,0.13004484304932737
spam,Votre profil LinkedIn a été sélectionné pour une opportunité unique.,votre profil linkedin a été sélectionné pour une opportunité unique,"['votre', 'profil', 'linkedin', 'a', 'été', 'sélectionné', 'pour', 'une', 'opportunité', 'unique']","['profil', 'linkedin', 'sélectionné', 'opportunité', 'unique']","['profil', 'linkedin', 'sélectionner', 'opportunité', 'unique']",0.5822784810126582,0.14166666666666666,0.17040358744394618
spam,Dernière chance de profiter de cette offre incroyable !,dernière chance de profiter de cette offre incroyable ,"['dernière', 'chance', 'de', 'profiter', 'de', 'cette', 'offre', 'incroyable']","['dernière', 'chance', 'profiter', 'cette', 'offre', 'incroyable']","['dernier', 'chance', 'profiter', 'ce', 'offre', 'incroyable']",0.430379746835443,0.175,0.03587443946188341
ham,Comment s'est passée ta journée ?,comment sest passée ta journée ,"['comment', 'sest', 'passée', 'ta', 'journée']","['comment', 'sest', 'passée', 'journée']","['comment', 'sest', 'passer', 'journée']",0.189873417721519,0.5916666666666666,0.10313901345291479
spam,"Offre spéciale : 70% de réduction sur tous nos produits, cliquez ici : www.promo-fake.com",offre spéciale  70 de réduction sur tous nos produits cliquez ici  wwwpromofakecom,"['offre', 'spéciale', '70', 'de', 'réduction', 'sur', 'tous', 'nos', 'produits', 'cliquez', 'ici', 'wwwpromofakecom']","['offre', 'spéciale', '70', 'réduction', 'tous', 'produits', 'cliquez', 'ici', 'wwwpromofakecom']","['offrir', 'spécial', '70', 'réduction', 'tout', 'produit', 'cliquer', 'ici', 'wwwpromofakecom']",0.7974683544303798,0.7666666666666666,0.0
ham,"Bonjour, je suis en retard à cause de la circulation. À tout à l'heure !",bonjour je suis en retard à cause de la circulation à tout à lheure ,"['bonjour', 'je', 'suis', 'en', 'retard', 'à', 'cause', 'de', 'la', 'circulation', 'à', 'tout', 'à', 'lheure']","['bonjour', 'retard', 'cause', 'circulation', 'tout', 'lheure']","['bonjour', 'retard', 'cause', 'circulation', 'tout', 'lheur']",0.569620253164557,0.575,0.09417040358744397
spam,"Nouveau job à domicile, gagnez jusqu’à 3000€ par mois !",nouveau job à domicile gagnez jusqu’à 3000€ par mois ,"['nouveau', 'job', 'à', 'domicile', 'gagnez', 'jusqu', '’', 'à', '3000€', 'par', 'mois']","['nouveau', 'job', 'domicile', 'gagnez', 'jusqu', '’', '3000€', 'mois']","['nouveau', 'job', 'domicil', 'gagnez', 'jusqu', '’', '3000', '€', 'mois']",0.4177215189873418,0.3583333333333333,0.04035874439461882
spam,Recevez un crédit instantané sans justificatif !,recevez un crédit instantané sans justificatif ,"['recevez', 'un', 'crédit', 'instantané', 'sans', 'justificatif']","['recevez', 'crédit', 'instantané', 'sans', 'justificatif']","['recevoir', 'crédit', 'instantaner', 'sans', 'justificatif']",0.36708860759493667,0.19999999999999998,0.04932735426008968
ham,Dis-moi quand tu es dispo pour un appel.,dismoi quand tu es dispo pour un appel,"['dismoi', 'quand', 'tu', 'es', 'dispo', 'pour', 'un', 'appel']","['dismoi', 'quand', 'dispo', 'appel']","['dismoi', 'quand', 'dispo', 'appel']",0.25316455696202533,0.5083333333333333,0.07623318385650224
ham,Peux-tu acheter du pain en rentrant ?,peuxtu acheter du pain en rentrant ,"['peuxtu', 'acheter', 'du', 'pain', 'en', 'rentrant']","['peuxtu', 'acheter', 'pain', 'rentrant']","['peuxtu', 'acheter', 'pain', 'rentrant']",0.22784810126582278,0.5416666666666666,0.08520179372197312
ham,"Salut Luc, ça va ? On se voit ce soir pour le dîner ?",salut luc ça va  on se voit ce soir pour le dîner ,"['salut', 'luc', 'ça', 'va', 'on', 'se', 'voit', 'ce', 'soir', 'pour', 'le', 'dîner']","['salut', 'luc', 'ça', 'va', 'voit', 'soir', 'dîner']","['salut', 'luc', 'cela', 'aller', 'voir', 'soir', 'dîner']",0.3417721518987342,0.625,0.27802690582959644
spam,Faites fortune depuis chez vous en quelques clics !,faites fortune depuis chez vous en quelques clics ,"['faites', 'fortune', 'depuis', 'chez', 'vous', 'en', 'quelques', 'clics']","['faites', 'fortune', 'depuis', 'chez', 'quelques', 'clics']","['fait', 'fortune', 'depuis', 'chez', 'quelque', 'clic']",0.379746835443038,0.19166666666666665,0.04484304932735426
ham,On peut se voir ce week-end ?,on peut se voir ce weekend ,"['on', 'peut', 'se', 'voir', 'ce', 'weekend']","['peut', 'voir', 'weekend']","['pouvoir', 'voir', 'weekend']",0.12658227848101267,0.7249999999999999,0.13452914798206278
ham,J’ai trouvé une super recette à tester.,j’ai trouvé une super recette à tester,"['j', '’', 'ai', 'trouvé', 'une', 'super', 'recette', 'à', 'tester']","['’', 'trouvé', 'super', 'recette', 'tester']","['’', 'trouver', 'super', 'recette', 'tester']",0.25316455696202533,0.25,0.07623318385650224
ham,"Je suis en réunion, je t’appelle après.",je suis en réunion je t’appelle après,"['je', 'suis', 'en', 'réunion', 'je', 't', '’', 'appelle', 'après']","['réunion', '’', 'appelle', 'après']","['réunion', '’', 'appeler', 'après']",0.25316455696202533,0.5083333333333333,0.07623318385650224
ham,"Je suis en route, j’arrive dans 10 min.",je suis en route j’arrive dans 10 min,"['je', 'suis', 'en', 'route', 'j', '’', 'arrive', 'dans', '10', 'min']","['route', '’', 'arrive', '10', 'min']","['rout', '’', 'arriver', '10', 'min']",0.24050632911392406,0.5166666666666666,0.08071748878923768
ham,Bonne chance pour ton entretien !,bonne chance pour ton entretien ,"['bonne', 'chance', 'pour', 'ton', 'entretien']","['bonne', 'chance', 'entretien']","['bon', 'chance', 'entretien']",0.189873417721519,0.29999999999999993,0.10313901345291479
spam,Gagnez un iPhone gratuit ! Cliquez ici pour participer : www.fakelink3.com,gagnez un iphone gratuit  cliquez ici pour participer  wwwfakelink3com,"['gagnez', 'un', 'iphone', 'gratuit', 'cliquez', 'ici', 'pour', 'participer', 'wwwfakelink3com']","['gagnez', 'iphone', 'gratuit', 'cliquez', 'ici', 'participer', 'wwwfakelink3com']","['gagnez', 'iphon', 'gratuit', 'cliquer', 'ici', 'participer', 'wwwfakelink3com']",0.6455696202531646,0.5166666666666666,0.1524663677130045
ham,"J'ai adoré notre sortie d’hier, à refaire !",jai adoré notre sortie d’hier à refaire ,"['jai', 'adoré', 'notre', 'sortie', 'd', '’', 'hier', 'à', 'refaire']","['jai', 'adoré', 'sortie', '’', 'hier', 'refaire']","['jai', 'adorer', 'sortir', '’', 'hier', 'refaire']",0.2911392405063291,0.6916666666666667,0.06726457399103142
spam,Gagnez 500€ immédiatement en répondant à ce sondage !,gagnez 500€ immédiatement en répondant à ce sondage ,"['gagnez', '500€', 'immédiatement', 'en', 'répondant', 'à', 'ce', 'sondage']","['gagnez', '500€', 'immédiatement', 'répondant', 'sondage']","['gagnez', '500', 'euro', 'immédiatement', 'répondre', 'sondage']",0.40506329113924056,0.1833333333333333,0.04035874439461882
ham,Je passe te voir cet après-midi.,je passe te voir cet aprèsmidi,"['je', 'passe', 'te', 'voir', 'cet', 'aprèsmidi']","['passe', 'voir', 'cet', 'aprèsmidi']","['passer', 'voir', 'ce', 'aprèsmidi']",0.17721518987341772,0.6166666666666666,0.10762331838565023
spam,Achetez maintenant et recevez un bonus de 100€ en cashback.,achetez maintenant et recevez un bonus de 100€ en cashback,"['achetez', 'maintenant', 'et', 'recevez', 'un', 'bonus', 'de', '100€', 'en', 'cashback']","['achetez', 'maintenant', 'recevez', 'bonus', '100€', 'cashback']","['acheter', 'maintenant', 'recevoir', 'bonus', '100', 'euro', 'cashback']",0.4683544303797469,0.16666666666666666,0.03139013452914798
spam,Recevez un crédit instantané sans justificatif !,recevez un crédit instantané sans justificatif ,"['recevez', 'un', 'crédit', 'instantané', 'sans', 'justificatif']","['recevez', 'crédit', 'instantané', 'sans', 'justificatif']","['recevoir', 'crédit', 'instantaner', 'sans', 'justificatif']",0.36708860759493667,0.19999999999999998,0.04932735426008968
spam,"Crédit rapide sans enquête, obtenez 5000€ en moins de 24h.",crédit rapide sans enquête obtenez 5000€ en moins de 24h,"['crédit', 'rapide', 'sans', 'enquête', 'obtenez', '5000€', 'en', 'moins', 'de', '24h']","['crédit', 'rapide', 'sans', 'enquête', 'obtenez', '5000€', 'moins', '24h']","['crédit', 'rapide', 'sans', 'enquête', 'obtenir', '5000', 'euro', 'moins', '24h']",0.45569620253164556,0.3416666666666667,0.03139013452914798
spam,"Votre compte bancaire a été bloqué, vérifiez votre identité ici : www.faux-site.com",votre compte bancaire a été bloqué vérifiez votre identité ici  wwwfauxsitecom,"['votre', 'compte', 'bancaire', 'a', 'été', 'bloqué', 'vérifiez', 'votre', 'identité', 'ici', 'wwwfauxsitecom']","['compte', 'bancaire', 'bloqué', 'vérifiez', 'identité', 'ici', 'wwwfauxsitecom']","['compte', 'bancaire', 'bloquer', 'vérifier', 'identiter', 'ici', 'wwwfauxsitecom']",0.7468354430379747,0.575,0.004484304932735432
ham,"Ne t’inquiète pas, tout va bien se passer.",ne t’inquiète pas tout va bien se passer,"['ne', 't', '’', 'inquiète', 'pas', 'tout', 'va', 'bien', 'se', 'passer']","['’', 'inquiète', 'tout', 'va', 'bien', 'passer']","['’', 'inquiet', 'tout', 'aller', 'bien', 'passer']",0.27848101265822783,0.475,0.07174887892376686
spam,"Profitez d’une offre exclusive, mais dépêchez-vous, stock limité !",profitez d’une offre exclusive mais dépêchezvous stock limité ,"['profitez', 'd', '’', 'une', 'offre', 'exclusive', 'mais', 'dépêchezvous', 'stock', 'limité']","['profitez', '’', 'offre', 'exclusive', 'dépêchezvous', 'stock', 'limité']","['profiter', '’', 'offrir', 'exclusif', 'dépêchezvou', 'stock', 'limité']",0.569620253164557,0.575,0.017937219730941707
spam,Téléchargez cette application et recevez un bon d’achat de 50€.,téléchargez cette application et recevez un bon d’achat de 50€,"['téléchargez', 'cette', 'application', 'et', 'recevez', 'un', 'bon', 'd', '’', 'achat', 'de', '50€']","['téléchargez', 'cette', 'application', 'recevez', 'bon', '’', 'achat', '50€']","['télécharger', 'ce', 'application', 'recevoir', 'bon', '’', 'achat', '50', 'euro']",0.5189873417721519,0.15833333333333333,0.026905829596412557
ham,"Le film d’hier était génial, tu devrais le voir !",le film d’hier était génial tu devrais le voir ,"['le', 'film', 'd', '’', 'hier', 'était', 'génial', 'tu', 'devrais', 'le', 'voir']","['film', '’', 'hier', 'génial', 'devrais', 'voir']","['film', '’', 'hier', 'génial', 'devrai', 'voir']",0.3417721518987342,0.41666666666666663,0.05381165919282512
ham,"Bonjour, je suis occupé en ce moment. Je te rappelle plus tard.",bonjour je suis occupé en ce moment je te rappelle plus tard,"['bonjour', 'je', 'suis', 'occupé', 'en', 'ce', 'moment', 'je', 'te', 'rappelle', 'plus', 'tard']","['bonjour', 'occupé', 'moment', 'rappelle', 'plus', 'tard']","['bonjour', 'occuper', 'moment', 'rappell', 'plus', 'tard']",0.49367088607594933,0.4833333333333334,0.11210762331838567
spam,"Investissez 100€, gagnez 1000€ en une semaine !",investissez 100€ gagnez 1000€ en une semaine ,"['investissez', '100€', 'gagnez', '1000€', 'en', 'une', 'semaine']","['investissez', '100€', 'gagnez', '1000€', 'semaine']","['investir', '100', 'euro', 'gagnez', '1000', 'euro', 'semaine']",0.3417721518987342,0.41666666666666663,0.05381165919282512
ham,J’ai une idée géniale à te proposer.,j’ai une idée géniale à te proposer,"['j', '’', 'ai', 'une', 'idée', 'géniale', 'à', 'te', 'proposer']","['’', 'idée', 'géniale', 'proposer']","['’', 'idée', 'génial', 'proposer']",0.2151898734177215,0.275,0.08968609865470856
ham,"Bonjour, je suis en retard à cause de la circulation. À tout à l'heure !",bonjour je suis en retard à cause de la circulation à tout à lheure ,"['bonjour', 'je', 'suis', 'en', 'retard', 'à', 'cause', 'de', 'la', 'circulation', 'à', 'tout', 'à', 'lheure']","['bonjour', 'retard', 'cause', 'circulation', 'tout', 'lheure']","['bonjour', 'retard', 'cause', 'circulation', 'tout', 'lheur']",0.569620253164557,0.575,0.09417040358744397
ham,Tu viens au sport ce soir ?,tu viens au sport ce soir ,"['tu', 'viens', 'au', 'sport', 'ce', 'soir']","['viens', 'sport', 'soir']","['vien', 'sport', 'soir']",0.10126582278481011,0.39999999999999997,0.15695067264573992
spam,"Votre facture téléphonique est en attente de paiement, régularisez ici.",votre facture téléphonique est en attente de paiement régularisez ici,"['votre', 'facture', 'téléphonique', 'est', 'en', 'attente', 'de', 'paiement', 'régularisez', 'ici']","['facture', 'téléphonique', 'attente', 'paiement', 'régularisez', 'ici']","['factur', 'téléphonique', 'attente', 'paiement', 'régulariser', 'ici']",0.620253164556962,0.26666666666666666,0.013452914798206282
ham,Passe une bonne journée !,passe une bonne journée ,"['passe', 'une', 'bonne', 'journée']","['passe', 'bonne', 'journée']","['passer', 'bon', 'journée']",0.10126582278481011,0.39999999999999997,0.15695067264573992
spam,Vous venez de gagner une carte cadeau Amazon de 500€ !,vous venez de gagner une carte cadeau amazon de 500€ ,"['vous', 'venez', 'de', 'gagner', 'une', 'carte', 'cadeau', 'amazon', 'de', '500€']","['venez', 'gagner', 'carte', 'cadeau', 'amazon', '500€']","['venir', 'gagner', 'carte', 'cadeau', 'amazon', '500', 'euro']",0.3924050632911392,0.19166666666666665,0.14349775784753366
spam,Offre spéciale ! Obtenez 70% de réduction sur votre prochain achat. Cliquez ici : www.fakelink2.com,offre spéciale  obtenez 70 de réduction sur votre prochain achat cliquez ici  wwwfakelink2com,"['offre', 'spéciale', 'obtenez', '70', 'de', 'réduction', 'sur', 'votre', 'prochain', 'achat', 'cliquez', 'ici', 'wwwfakelink2com']","['offre', 'spéciale', 'obtenez', '70', 'réduction', 'prochain', 'achat', 'cliquez', 'ici', 'wwwfakelink2com']","['offrir', 'spécial', 'obtenir', '70', 'réduction', 'prochain', 'achat', 'cliquer', 'ici', 'wwwfakelink2com']",0.9113924050632911,0.5916666666666666,0.09865470852017941
spam,Félicitations ! Vous êtes éligible pour un prêt de 20000 €. Contactez-nous dès maintenant !,félicitations  vous êtes éligible pour un prêt de 20000 € contacteznous dès maintenant ,"['félicitations', 'vous', 'êtes', 'éligible', 'pour', 'un', 'prêt', 'de', '20000', '€', 'contacteznous', 'dès', 'maintenant']","['félicitations', 'éligible', 'prêt', '20000', '€', 'contacteznous', 'dès', 'maintenant']","['félicitation', 'éligible', 'prêt', '20000', 'euro', 'contacteznous', 'dès', 'maintenant']",0.810126582278481,0.43333333333333335,0.11659192825112108
spam,Votre compte WhatsApp sera supprimé si vous ne mettez pas à jour vos informations.,votre compte whatsapp sera supprimé si vous ne mettez pas à jour vos informations,"['votre', 'compte', 'whatsapp', 'sera', 'supprimé', 'si', 'vous', 'ne', 'mettez', 'pas', 'à', 'jour', 'vos', 'informations']","['compte', 'whatsapp', 'supprimé', 'si', 'mettez', 'jour', 'informations']","['compte', 'whatsapp', 'supprimer', 'si', 'mettre', 'jour', 'information']",0.7088607594936709,0.11666666666666667,0.13452914798206278
ham,Tu as vu le match d’hier ?,tu as vu le match d’hier ,"['tu', 'as', 'vu', 'le', 'match', 'd', '’', 'hier']","['vu', 'match', '’', 'hier']","['voir', 'match', '’', 'hier']",0.08860759493670889,0.41666666666666663,0.1659192825112108
spam,"Investissez 100€, gagnez 1000€ en une semaine !",investissez 100€ gagnez 1000€ en une semaine ,"['investissez', '100€', 'gagnez', '1000€', 'en', 'une', 'semaine']","['investissez', '100€', 'gagnez', '1000€', 'semaine']","['investir', '100', 'euro', 'gagnez', '1000', 'euro', 'semaine']",0.3417721518987342,0.41666666666666663,0.05381165919282512
ham,Tu as vu le match d’hier ?,tu as vu le match d’hier ,"['tu', 'as', 'vu', 'le', 'match', 'd', '’', 'hier']","['vu', 'match', '’', 'hier']","['voir', 'match', '’', 'hier']",0.08860759493670889,0.41666666666666663,0.1659192825112108
spam,Gagnez un voyage gratuit ! Cliquez ici pour participer : www.fakelink3.com,gagnez un voyage gratuit  cliquez ici pour participer  wwwfakelink3com,"['gagnez', 'un', 'voyage', 'gratuit', 'cliquez', 'ici', 'pour', 'participer', 'wwwfakelink3com']","['gagnez', 'voyage', 'gratuit', 'cliquez', 'ici', 'participer', 'wwwfakelink3com']","['gagnez', 'voyage', 'gratuit', 'cliquer', 'ici', 'participer', 'wwwfakelink3com']",0.6455696202531646,0.5166666666666666,0.08071748878923768
ham,"On part en week-end, ça va être génial !",on part en weekend ça va être génial ,"['on', 'part', 'en', 'weekend', 'ça', 'va', 'être', 'génial']","['part', 'weekend', 'ça', 'va', 'être', 'génial']","['part', 'weekend', 'cela', 'aller', 'être', 'génial']",0.24050632911392406,0.7833333333333333,0.08071748878923768
spam,"Crédit rapide sans enquête, obtenez 5000€ en moins de 24h.",crédit rapide sans enquête obtenez 5000€ en moins de 24h,"['crédit', 'rapide', 'sans', 'enquête', 'obtenez', '5000€', 'en', 'moins', 'de', '24h']","['crédit', 'rapide', 'sans', 'enquête', 'obtenez', '5000€', 'moins', '24h']","['crédit', 'rapide', 'sans', 'enquête', 'obtenir', '5000', 'euro', 'moins', '24h']",0.45569620253164556,0.3416666666666667,0.03139013452914798
spam,Gagnez 500€ immédiatement en répondant à ce sondage !,gagnez 500€ immédiatement en répondant à ce sondage ,"['gagnez', '500€', 'immédiatement', 'en', 'répondant', 'à', 'ce', 'sondage']","['gagnez', '500€', 'immédiatement', 'répondant', 'sondage']","['gagnez', '500', 'euro', 'immédiatement', 'répondre', 'sondage']",0.40506329113924056,0.1833333333333333,0.04035874439461882
spam,Gagnez 500€ immédiatement en répondant à ce sondage !,gagnez 500€ immédiatement en répondant à ce sondage ,"['gagnez', '500€', 'immédiatement', 'en', 'répondant', 'à', 'ce', 'sondage']","['gagnez', '500€', 'immédiatement', 'répondant', 'sondage']","['gagnez', '500', 'euro', 'immédiatement', 'répondre', 'sondage']",0.40506329113924056,0.1833333333333333,0.04035874439461882
ham,"J’espère que tu vas bien, ça fait longtemps !",j’espère que tu vas bien ça fait longtemps ,"['j', '’', 'espère', 'que', 'tu', 'vas', 'bien', 'ça', 'fait', 'longtemps']","['’', 'espère', 'vas', 'bien', 'ça', 'fait', 'longtemps']","['’', 'espérer', 'aller', 'bien', 'cela', 'faire', 'longtemps']",0.3037974683544304,0.45,0.06278026905829598
ham,"Salut, tu viens toujours ce soir ?",salut tu viens toujours ce soir ,"['salut', 'tu', 'viens', 'toujours', 'ce', 'soir']","['salut', 'viens', 'toujours', 'soir']","['salut', 'vien', 'toujours', 'soir']",0.189873417721519,0.5916666666666666,0.10313901345291479
ham,"J'ai adoré notre sortie d’hier, à refaire !",jai adoré notre sortie d’hier à refaire ,"['jai', 'adoré', 'notre', 'sortie', 'd', '’', 'hier', 'à', 'refaire']","['jai', 'adoré', 'sortie', '’', 'hier', 'refaire']","['jai', 'adorer', 'sortir', '’', 'hier', 'refaire']",0.2911392405063291,0.6916666666666667,0.06726457399103142
spam,Votre compte WhatsApp sera supprimé si vous ne mettez pas à jour vos informations.,votre compte whatsapp sera supprimé si vous ne mettez pas à jour vos informations,"['votre', 'compte', 'whatsapp', 'sera', 'supprimé', 'si', 'vous', 'ne', 'mettez', 'pas', 'à', 'jour', 'vos', 'informations']","['compte', 'whatsapp', 'supprimé', 'si', 'mettez', 'jour', 'informations']","['compte', 'whatsapp', 'supprimer', 'si', 'mettre', 'jour', 'information']",0.7088607594936709,0.11666666666666667,0.13452914798206278
spam,Cliquez ici pour découvrir une méthode révolutionnaire pour perdre du poids en 3 jours.,cliquez ici pour découvrir une méthode révolutionnaire pour perdre du poids en 3 jours,"['cliquez', 'ici', 'pour', 'découvrir', 'une', 'méthode', 'révolutionnaire', 'pour', 'perdre', 'du', 'poids', 'en', '3', 'jours']","['cliquez', 'ici', 'découvrir', 'méthode', 'révolutionnaire', 'perdre', 'poids', '3', 'jours']","['cliquer', 'ici', 'découvrir', 'méthode', 'révolutionnaire', 'perdre', 'poids', '3', 'jour']",0.7721518987341772,0.11666666666666667,0.004484304932735432
spam,Vous devez confirmer votre compte IMMEDIATEMENT pour éviter la suppression.,vous devez confirmer votre compte immediatement pour éviter la suppression,"['vous', 'devez', 'confirmer', 'votre', 'compte', 'immediatement', 'pour', 'éviter', 'la', 'suppression']","['devez', 'confirmer', 'compte', 'immediatement', 'éviter', 'suppression']","['devoir', 'confirmer', 'compte', 'immediatement', 'éviter', 'suppression']",0.6708860759493671,0.125,0.8923766816143498
spam,Les 10 premiers inscrits recevront un cadeau spécial !,les 10 premiers inscrits recevront un cadeau spécial ,"['les', '10', 'premiers', 'inscrits', 'recevront', 'un', 'cadeau', 'spécial']","['10', 'premiers', 'inscrits', 'recevront', 'cadeau', 'spécial']","['10', 'premier', 'inscrit', 'recevoir', 'cadeau', 'spécial']",0.4177215189873418,0.1833333333333333,0.04035874439461882
ham,"J'ai adoré notre sortie d’hier, à refaire !",jai adoré notre sortie d’hier à refaire ,"['jai', 'adoré', 'notre', 'sortie', 'd', '’', 'hier', 'à', 'refaire']","['jai', 'adoré', 'sortie', '’', 'hier', 'refaire']","['jai', 'adorer', 'sortir', '’', 'hier', 'refaire']",0.2911392405063291,0.6916666666666667,0.06726457399103142
spam,Félicitations ! Vous avez gagné un prix de 50000 €. Cliquez ici pour réclamer : www.fakelink1.com,félicitations  vous avez gagné un prix de 50000 € cliquez ici pour réclamer  wwwfakelink1com,"['félicitations', 'vous', 'avez', 'gagné', 'un', 'prix', 'de', '50000', '€', 'cliquez', 'ici', 'pour', 'réclamer', 'wwwfakelink1com']","['félicitations', 'gagné', 'prix', '50000', '€', 'cliquez', 'ici', 'réclamer', 'wwwfakelink1com']","['félicitation', 'gagner', 'prix', '50000', 'euro', 'cliquer', 'ici', 'réclamer', 'wwwfakelink1com']",0.8734177215189873,0.5083333333333333,0.10762331838565023
ham,J’arrive chez toi dans 5 minutes.,j’arrive chez toi dans 5 minutes,"['j', '’', 'arrive', 'chez', 'toi', 'dans', '5', 'minutes']","['’', 'arrive', 'chez', '5', 'minutes']","['’', 'arriver', 'chez', '5', 'minute']",0.189873417721519,0.29999999999999993,0.10313901345291479
spam,Recevez un crédit instantané sans justificatif !,recevez un crédit instantané sans justificatif ,"['recevez', 'un', 'crédit', 'instantané', 'sans', 'justificatif']","['recevez', 'crédit', 'instantané', 'sans', 'justificatif']","['recevoir', 'crédit', 'instantaner', 'sans', 'justificatif']",0.36708860759493667,0.19999999999999998,0.04932735426008968
ham,"Merci pour ton cadeau, j’adore !",merci pour ton cadeau j’adore ,"['merci', 'pour', 'ton', 'cadeau', 'j', '’', 'adore']","['merci', 'cadeau', '’', 'adore']","['merci', 'cadeau', '’', 'adorer']",0.17721518987341772,0.6166666666666666,0.10762331838565023
spam,Votre profil LinkedIn a été sélectionné pour une opportunité unique.,votre profil linkedin a été sélectionné pour une opportunité unique,"['votre', 'profil', 'linkedin', 'a', 'été', 'sélectionné', 'pour', 'une', 'opportunité', 'unique']","['profil', 'linkedin', 'sélectionné', 'opportunité', 'unique']","['profil', 'linkedin', 'sélectionner', 'opportunité', 'unique']",0.5822784810126582,0.14166666666666666,0.17040358744394618
spam,Vous êtes notre heureux gagnant du jour !,vous êtes notre heureux gagnant du jour ,"['vous', 'êtes', 'notre', 'heureux', 'gagnant', 'du', 'jour']","['heureux', 'gagnant', 'jour']","['heureux', 'gagnant', 'jour']",0.2658227848101266,0.2416666666666667,0.07174887892376686
ham,Peux-tu me donner l’adresse exacte ?,peuxtu me donner l’adresse exacte ,"['peuxtu', 'me', 'donner', 'l', '’', 'adresse', 'exacte']","['peuxtu', 'donner', '’', 'adresse', 'exacte']","['peuxtu', 'donner', '’', 'adresse', 'exact']",0.22784810126582278,0.5416666666666666,0.08520179372197312
ham,"Salut, as-tu vu le dernier film au cinéma ? C'était incroyable !",salut astu vu le dernier film au cinéma  cétait incroyable ,"['salut', 'astu', 'vu', 'le', 'dernier', 'film', 'au', 'cinéma', 'cétait', 'incroyable']","['salut', 'astu', 'vu', 'dernier', 'film', 'cinéma', 'cétait', 'incroyable']","['salut', 'astu', 'voir', 'dernier', 'film', 'cinéma', 'cétait', 'incroyable']",0.5063291139240507,0.7833333333333333,0.11210762331838567
