label,text,text_np,text_tokens,text_nostop,text_lem,length,punc%
ham,هل يمكنك معاودة الاتصال عندما تكون متفرغًا؟,هل يمكنك معاودة الاتصال عندما تكون متفرغًا,"['هل', 'يمكنك', 'معاودة', 'الاتصال', 'عندما', 'تكون', 'متفرغًا']","['يمكنك', 'معاودة', 'الاتصال', 'عندما', 'تكون', 'متفرغًا']",أَمكَن هُوَ مُعَاوَدَة اِتِّصَال عِندَمَا كَان مُتَفَرِّغ,0.3880597014925373,0.10655737704918032
ham,أنا في اجتماع، سأتصل بك بعد ذلك.,أنا في اجتماع، سأتصل بك بعد ذلك,"['أنا', 'في', 'اجتماع،', 'سأتصل', 'بك', 'بعد', 'ذلك']","['اجتماع،', 'سأتصل']",اِجتِمَاع ، سَ اِتَّصَل,0.22388059701492538,0.19672131147540978
spam,تم اختيار حسابك للحصول على مكافأة بقيمة 10000 دولار. انقر هنا للمطالبة: www.رابط-وهمي3.com,تم اختيار حسابك للحصول على مكافأة بقيمة 10000 دولار انقر هنا للمطالبة wwwرابطوهمي3com,"['تم', 'اختيار', 'حسابك', 'للحصول', 'على', 'مكافأة', 'بقيمة', '10000', 'دولار', 'انقر', 'هنا', 'للمطالبة', 'wwwرابطوهمي3com']","['تم', 'اختيار', 'حسابك', 'للحصول', 'مكافأة', 'بقيمة', '10000', 'انقر', 'للمطالبة', 'wwwرابطوهمي3com']",تَمّ اِختِيَار حَسَّابَك لِ حُصُول مُكَافَأَة بِ قِيمَة 10000 أَنقَر لِ مُطَالَبَة wwwرابطوهمي 3co m,1.0,0.4098360655737705
ham,لقد استمتعت بنزهتنا أمس، يجب أن نكررها!,لقد استمتعت بنزهتنا أمس، يجب أن نكررها,"['لقد', 'استمتعت', 'بنزهتنا', 'أمس،', 'يجب', 'أن', 'نكررها']","['لقد', 'استمتعت', 'بنزهتنا', 'أمس،', 'يجب', 'نكررها']",لقد استمتعت بِ نَزهَة هُوَ أَمسِ ، وَجَب نكرر هُوَ,0.32835820895522383,0.13114754098360654
spam,احصل على خصم فوري بنسبة 50% على طلبك القادم!,احصل على خصم فوري بنسبة 50 على طلبك القادم,"['احصل', 'على', 'خصم', 'فوري', 'بنسبة', '50', 'على', 'طلبك', 'القادم']","['احصل', 'خصم', 'فوري', 'بنسبة', '50', 'طلبك', 'القادم']",حَصل خَصَم فَورِيّ بِ نِسبَة 50 طَلَبك قَادِم,0.3731343283582089,0.3442622950819672
ham,مرحبًا، هل شاهدت الفيلم الأخير في السينما؟ كان رائعًا!,مرحبًا، هل شاهدت الفيلم الأخير في السينما كان رائعًا,"['مرحبًا،', 'هل', 'شاهدت', 'الفيلم', 'الأخير', 'في', 'السينما', 'كان', 'رائعًا']","['مرحبًا،', 'شاهدت', 'الفيلم', 'الأخير', 'السينما', 'رائعًا']",مُرَحَّب ، شَاهَد فِيلم أَخِير سِينَمَا رَائِع,0.5223880597014925,0.23770491803278682
ham,كيف كان يومك؟,كيف كان يومك,"['كيف', 'كان', 'يومك']",['يومك'],يُومَك,0.0,0.6311475409836065
ham,لقد وجدت وصفة رائعة لتجربتها.,لقد وجدت وصفة رائعة لتجربتها,"['لقد', 'وجدت', 'وصفة', 'رائعة', 'لتجربتها']","['لقد', 'وجدت', 'وصفة', 'رائعة', 'لتجربتها']",لقد وَجَد وَصفَة رَائِع لِ تَجرِبت هُوَ,0.20895522388059698,0.21311475409836061
ham,هل رأيت رسالتي الأخيرة؟,هل رأيت رسالتي الأخيرة,"['هل', 'رأيت', 'رسالتي', 'الأخيرة']","['رأيت', 'رسالتي', 'الأخيرة']",رَأَى رَسالَة أَخِير,0.1343283582089552,0.2950819672131147
ham,هل يمكنك شراء الخبز وأنت في طريقك؟,هل يمكنك شراء الخبز وأنت في طريقك,"['هل', 'يمكنك', 'شراء', 'الخبز', 'وأنت', 'في', 'طريقك']","['يمكنك', 'شراء', 'الخبز', 'وأنت', 'طريقك']",أَمكَن هُوَ شِرَاء خُبز وَ هُوَ طريقك,0.25373134328358204,0.18032786885245894
spam,لقد ربحت بطاقة هدايا أمازون بقيمة 500 يورو!,لقد ربحت بطاقة هدايا أمازون بقيمة 500 يورو,"['لقد', 'ربحت', 'بطاقة', 'هدايا', 'أمازون', 'بقيمة', '500', 'يورو']","['لقد', 'ربحت', 'بطاقة', 'هدايا', 'أمازون', 'بقيمة', '500']",لقد رَبَح بِطَاقَة هَدِيَّة أمازون بِ قِيمَة 500,0.3731343283582089,0.11475409836065574
ham,لا تنسَ اجتماعنا غدًا في الساعة 9 صباحًا.,لا تنسَ اجتماعنا غدًا في الساعة 9 صباحًا,"['لا', 'تنسَ', 'اجتماعنا', 'غدًا', 'في', 'الساعة', '9', 'صباحًا']","['تنسَ', 'اجتماعنا', 'غدًا', 'الساعة', '9', 'صباحًا']",نَسََّ اِجتِمَاع هُوَ غَد سَاعَة 9 صَبَاح,0.34328358208955223,0.12295081967213116
ham,مرحبًا أحمد، كيف حالك؟ هل نلتقي هذا المساء لتناول العشاء؟,مرحبًا أحمد، كيف حالك هل نلتقي هذا المساء لتناول العشاء,"['مرحبًا', 'أحمد،', 'كيف', 'حالك', 'هل', 'نلتقي', 'هذا', 'المساء', 'لتناول', 'العشاء']","['مرحبًا', 'أحمد،', 'حالك', 'نلتقي', 'المساء', 'لتناول', 'العشاء']",مَرحَبًا أحمد ، حالك نلتقي مَسَاء لِ تَنَاوُل عَشَاء,0.5522388059701492,0.22950819672131145
spam,لديك رسالة صوتية غير مقروءة، استمع إليها هنا.,لديك رسالة صوتية غير مقروءة، استمع إليها هنا,"['لديك', 'رسالة', 'صوتية', 'غير', 'مقروءة،', 'استمع', 'إليها', 'هنا']","['لديك', 'رسالة', 'صوتية', 'مقروءة،', 'استمع', 'إليها']",لَدِيك رِسَالَة صَوتِيّ مقروءة ، اِستَمَع إِلَى هُوَ,0.4029850746268656,0.0983606557377049
ham,مرحبًا، أنا مشغول الآن. سأتصل بك لاحقًا.,مرحبًا، أنا مشغول الآن سأتصل بك لاحقًا,"['مرحبًا،', 'أنا', 'مشغول', 'الآن', 'سأتصل', 'بك', 'لاحقًا']","['مرحبًا،', 'مشغول', 'سأتصل', 'لاحقًا']",مُرَحَّب ، مَشغُول سَ اِتَّصَل لَاحِق,0.34328358208955223,0.36885245901639335
ham,شكرًا على الهدية، لقد أعجبتني كثيرًا!,شكرًا على الهدية، لقد أعجبتني كثيرًا,"['شكرًا', 'على', 'الهدية،', 'لقد', 'أعجبتني', 'كثيرًا']","['شكرًا', 'الهدية،', 'لقد', 'أعجبتني', 'كثيرًا']",شُكر هَدِيَّة ، لقد أعجبتني كَثِير,0.31343283582089554,0.13934426229508196
spam,هل تحتاج إلى المال بسرعة؟ احصل على 1000 يورو اليوم!,هل تحتاج إلى المال بسرعة احصل على 1000 يورو اليوم,"['هل', 'تحتاج', 'إلى', 'المال', 'بسرعة', 'احصل', 'على', '1000', 'يورو', 'اليوم']","['تحتاج', 'المال', 'بسرعة', 'احصل', '1000', 'اليوم']",اِحتَاج مَال بِ سُرعَة حَصل 1000 يَوم,0.4626865671641791,0.27868852459016386
spam,بقيت ساعات قليلة فقط للاستفادة من هذا العرض الرائع!,بقيت ساعات قليلة فقط للاستفادة من هذا العرض الرائع,"['بقيت', 'ساعات', 'قليلة', 'فقط', 'للاستفادة', 'من', 'هذا', 'العرض', 'الرائع']","['بقيت', 'ساعات', 'قليلة', 'فقط', 'للاستفادة', 'العرض', 'الرائع']",بَقِي سَاعَة قَلِيل فَقَط لِ اِستِفَادَة عَرض رَائِع,0.4776119402985074,0.07377049180327865
ham,شكرًا لمساعدتك، كان ذلك رائعًا!,شكرًا لمساعدتك، كان ذلك رائعًا,"['شكرًا', 'لمساعدتك،', 'كان', 'ذلك', 'رائعًا']","['شكرًا', 'لمساعدتك،', 'رائعًا']",شُكر لِ مُسَاعَدَة هُوَ ، رَائِع,0.23880597014925373,0.18852459016393436
ham,مرحبًا ليلى، هل ستأتي إلى الحفلة هذا الأسبوع؟,مرحبًا ليلى، هل ستأتي إلى الحفلة هذا الأسبوع,"['مرحبًا', 'ليلى،', 'هل', 'ستأتي', 'إلى', 'الحفلة', 'هذا', 'الأسبوع']","['مرحبًا', 'ليلى،', 'ستأتي', 'الحفلة', 'الأسبوع']",مَرحَبًا لِ وَلِي ، سَ أَتَى حَفلَة أُسبُوع,0.4029850746268656,0.0983606557377049
spam,تعلم كيف تضاعف أموالك بالاستثمار معنا.,تعلم كيف تضاعف أموالك بالاستثمار معنا,"['تعلم', 'كيف', 'تضاعف', 'أموالك', 'بالاستثمار', 'معنا']","['تعلم', 'تضاعف', 'أموالك', 'بالاستثمار', 'معنا']",عَلِم تَضَاعُف مَالِك بِ اِستِثمَار مَعنَى,0.32835820895522383,0.13114754098360654
spam,لقد تم اختيارك للحصول على ميراث بقيمة 1000 دولار. اتصل بنا الآن!,لقد تم اختيارك للحصول على ميراث بقيمة 1000 دولار اتصل بنا الآن,"['لقد', 'تم', 'اختيارك', 'للحصول', 'على', 'ميراث', 'بقيمة', '1000', 'دولار', 'اتصل', 'بنا', 'الآن']","['لقد', 'تم', 'اختيارك', 'للحصول', 'ميراث', 'بقيمة', '1000', 'اتصل']",لقد تَمّ اِختِيَارك لِ حُصُول مِيرَاث بِ قِيمَة 1000 اِتَّصَل,0.626865671641791,0.19672131147540978
spam,عاجل: مطلوب تحديث معلومات الأمان الخاصة بك.,عاجل مطلوب تحديث معلومات الأمان الخاصة بك,"['عاجل', 'مطلوب', 'تحديث', 'معلومات', 'الأمان', 'الخاصة', 'بك']","['عاجل', 'مطلوب', 'تحديث', 'معلومات', 'الأمان', 'الخاصة']",عَاجِل مَطلُوب تَحدِيث مَعلُومَة أَمَان خَاصّ,0.3880597014925373,0.32786885245901637
spam,تم اختيار حسابك للحصول على مكافأة بقيمة 50000 دولار. انقر هنا للمطالبة: www.رابط-وهمي3.com,تم اختيار حسابك للحصول على مكافأة بقيمة 50000 دولار انقر هنا للمطالبة wwwرابطوهمي3com,"['تم', 'اختيار', 'حسابك', 'للحصول', 'على', 'مكافأة', 'بقيمة', '50000', 'دولار', 'انقر', 'هنا', 'للمطالبة', 'wwwرابطوهمي3com']","['تم', 'اختيار', 'حسابك', 'للحصول', 'مكافأة', 'بقيمة', '50000', 'انقر', 'للمطالبة', 'wwwرابطوهمي3com']",تَمّ اِختِيَار حَسَّابَك لِ حُصُول مُكَافَأَة بِ قِيمَة 50000 أَنقَر لِ مُطَالَبَة wwwرابطوهمي 3co m,1.0,0.4098360655737705
spam,تم اختيار حسابك للحصول على مكافأة بقيمة 50000 دولار. انقر هنا للمطالبة: www.رابط-وهمي3.com,تم اختيار حسابك للحصول على مكافأة بقيمة 50000 دولار انقر هنا للمطالبة wwwرابطوهمي3com,"['تم', 'اختيار', 'حسابك', 'للحصول', 'على', 'مكافأة', 'بقيمة', '50000', 'دولار', 'انقر', 'هنا', 'للمطالبة', 'wwwرابطوهمي3com']","['تم', 'اختيار', 'حسابك', 'للحصول', 'مكافأة', 'بقيمة', '50000', 'انقر', 'للمطالبة', 'wwwرابطوهمي3com']",تَمّ اِختِيَار حَسَّابَك لِ حُصُول مُكَافَأَة بِ قِيمَة 50000 أَنقَر لِ مُطَالَبَة wwwرابطوهمي 3co m,1.0,0.4098360655737705
ham,أنا في العمل، سأتصل بك لاحقًا.,أنا في العمل، سأتصل بك لاحقًا,"['أنا', 'في', 'العمل،', 'سأتصل', 'بك', 'لاحقًا']","['العمل،', 'سأتصل', 'لاحقًا']",عَمَل ، سَ اِتَّصَل لَاحِق,0.20895522388059698,0.21311475409836061
ham,أتمنى أن تكون بخير، لم نلتقِ منذ فترة!,أتمنى أن تكون بخير، لم نلتقِ منذ فترة,"['أتمنى', 'أن', 'تكون', 'بخير،', 'لم', 'نلتقِ', 'منذ', 'فترة']","['أتمنى', 'تكون', 'بخير،', 'نلتقِ', 'فترة']",تَمَنَّى كَان بِ خَير ، اِلتَقَِ فَترَة,0.29850746268656714,0.14754098360655737
spam,اشترِ الآن واحصل على مكافأة نقدية بقيمة 100 يورو.,اشترِ الآن واحصل على مكافأة نقدية بقيمة 100 يورو,"['اشترِ', 'الآن', 'واحصل', 'على', 'مكافأة', 'نقدية', 'بقيمة', '100', 'يورو']","['اشترِ', 'واحصل', 'مكافأة', 'نقدية', 'بقيمة', '100']",اِشتَرَى وَ حَصَل مُكَافَأَة نقدية بِ قِيمَة 100,0.4477611940298507,0.08196721311475406
spam,أخيرًا تم كشف سر المليونيرات: سجل الآن مجانًا.,أخيرًا تم كشف سر المليونيرات سجل الآن مجانًا,"['أخيرًا', 'تم', 'كشف', 'سر', 'المليونيرات', 'سجل', 'الآن', 'مجانًا']","['أخيرًا', 'تم', 'كشف', 'سر', 'المليونيرات', 'سجل', 'مجانًا']",أَخِير تَمّ كَشف سِرّ مَليُونِيرَات سَجَّل مَجَان,0.417910447761194,0.3032786885245901
spam,لقد تم اختيارك للحصول على ميراث بقيمة 1000 دولار. اتصل بنا الآن!,لقد تم اختيارك للحصول على ميراث بقيمة 1000 دولار اتصل بنا الآن,"['لقد', 'تم', 'اختيارك', 'للحصول', 'على', 'ميراث', 'بقيمة', '1000', 'دولار', 'اتصل', 'بنا', 'الآن']","['لقد', 'تم', 'اختيارك', 'للحصول', 'ميراث', 'بقيمة', '1000', 'اتصل']",لقد تَمّ اِختِيَارك لِ حُصُول مِيرَاث بِ قِيمَة 1000 اِتَّصَل,0.626865671641791,0.19672131147540978
spam,تهانينا! لقد ربحت هاتف آيفون 15، انقر هنا لاستلامه: www.fake-link.com,تهانينا لقد ربحت هاتف آيفون 15، انقر هنا لاستلامه wwwfakelinkcom,"['تهانينا', 'لقد', 'ربحت', 'هاتف', 'آيفون', '15،', 'انقر', 'هنا', 'لاستلامه', 'wwwfakelinkcom']","['تهانينا', 'لقد', 'ربحت', 'هاتف', 'آيفون', '15،', 'انقر', 'لاستلامه', 'wwwfakelinkcom']",تَهنِين لقد رَبَح هَاتِف آيفون 15 ، أَنقَر لِ اِستِلَام هُوَ wwwfakelinkco m,0.7313432835820896,0.5655737704918032
spam,جرب برنامجنا للتخسيس مجانًا لمدة 30 يومًا!,جرب برنامجنا للتخسيس مجانًا لمدة 30 يومًا,"['جرب', 'برنامجنا', 'للتخسيس', 'مجانًا', 'لمدة', '30', 'يومًا']","['جرب', 'برنامجنا', 'للتخسيس', 'مجانًا', 'لمدة', '30', 'يومًا']",جَرَّب برنامجنا لِ تَخسِيس مَجَان لِ مُدَّة 30 يَوم,0.3731343283582089,0.11475409836065574
ham,شكرًا لمساعدتك، كان ذلك رائعًا!,شكرًا لمساعدتك، كان ذلك رائعًا,"['شكرًا', 'لمساعدتك،', 'كان', 'ذلك', 'رائعًا']","['شكرًا', 'لمساعدتك،', 'رائعًا']",شُكر لِ مُسَاعَدَة هُوَ ، رَائِع,0.23880597014925373,0.18852459016393436
spam,تم اختراق حساب PayPal الخاص بك، قم بإعادة تعيين كلمة المرور هنا.,تم اختراق حساب paypal الخاص بك، قم بإعادة تعيين كلمة المرور هنا,"['تم', 'اختراق', 'حساب', 'paypal', 'الخاص', 'بك،', 'قم', 'بإعادة', 'تعيين', 'كلمة', 'المرور', 'هنا']","['تم', 'اختراق', 'حساب', 'paypal', 'الخاص', 'بك،', 'قم', 'بإعادة', 'تعيين', 'كلمة', 'المرور']",تَمّ اِختِرَاق حِسَاب paypal خَاصّ بِ هُوَ ، قَام بِ إِعَادَة تَعيِين كَلِمَة مُرُور,0.626865671641791,0.040983606557377025
ham,أنا في طريقي، سأصل خلال 10 دقائق.,أنا في طريقي، سأصل خلال 10 دقائق,"['أنا', 'في', 'طريقي،', 'سأصل', 'خلال', '10', 'دقائق']","['طريقي،', 'سأصل', 'خلال', '10', 'دقائق']",طَرِيقِيّ ، سَ أَصل خِلَالَ 10 دَقِيقَة,0.23880597014925373,0.18852459016393436
ham,أتمنى لك يومًا سعيدًا!,أتمنى لك يومًا سعيدًا,"['أتمنى', 'لك', 'يومًا', 'سعيدًا']","['أتمنى', 'يومًا', 'سعيدًا']",تَمَنَّى يَوم سَعِيد,0.11940298507462685,0.3196721311475409
spam,اربح iPhone مجاني! انقر هنا للمشاركة: www.رابط-وهمي3.com,اربح iphone مجاني انقر هنا للمشاركة wwwرابطوهمي3com,"['اربح', 'iphone', 'مجاني', 'انقر', 'هنا', 'للمشاركة', 'wwwرابطوهمي3com']","['اربح', 'iphone', 'مجاني', 'انقر', 'للمشاركة', 'wwwرابطوهمي3com']",اربح iphone مَجَّانِيّ أَنقَر لِ مُشَارَكَة wwwرابطوهمي 3co m,0.5820895522388059,0.7049180327868851
ham,أنا في اجتماع، سأتصل بك بعد ذلك.,أنا في اجتماع، سأتصل بك بعد ذلك,"['أنا', 'في', 'اجتماع،', 'سأتصل', 'بك', 'بعد', 'ذلك']","['اجتماع،', 'سأتصل']",اِجتِمَاع ، سَ اِتَّصَل,0.22388059701492538,0.19672131147540978
ham,كان الفيلم الذي شاهدناه أمس رائعًا، يجب أن تراه!,كان الفيلم الذي شاهدناه أمس رائعًا، يجب أن تراه,"['كان', 'الفيلم', 'الذي', 'شاهدناه', 'أمس', 'رائعًا،', 'يجب', 'أن', 'تراه']","['الفيلم', 'شاهدناه', 'رائعًا،', 'يجب', 'تراه']",فِيلم شاهدناه رَائِع ، وَجَب تراه,0.4328358208955223,0.09016393442622948
ham,هل يمكننا الالتقاء في نهاية الأسبوع؟,هل يمكننا الالتقاء في نهاية الأسبوع,"['هل', 'يمكننا', 'الالتقاء', 'في', 'نهاية', 'الأسبوع']","['يمكننا', 'الالتقاء', 'نهاية', 'الأسبوع']",أَمكَن هُوَ اِلتِقَاء نِهَايَة أُسبُوع,0.29850746268656714,0.14754098360655737
spam,عرض لا يصدق! جربه بنفسك الآن!,عرض لا يصدق جربه بنفسك الآن,"['عرض', 'لا', 'يصدق', 'جربه', 'بنفسك', 'الآن']","['عرض', 'يصدق', 'جربه', 'بنفسك']",عرض صَدَق جَرَّب هُوَ بنفسك,0.19402985074626863,0.5655737704918032
spam,قم بتنزيل هذا التطبيق واحصل على مكافأة فورية!,قم بتنزيل هذا التطبيق واحصل على مكافأة فورية,"['قم', 'بتنزيل', 'هذا', 'التطبيق', 'واحصل', 'على', 'مكافأة', 'فورية']","['قم', 'بتنزيل', 'التطبيق', 'واحصل', 'مكافأة', 'فورية']",قَام بِ تَنزِيل تَطبِيق وَ حَصَل مُكَافَأَة فَورِيّ,0.4029850746268656,0.0983606557377049
spam,جرب برنامجنا للتخسيس مجانًا لمدة 30 يومًا!,جرب برنامجنا للتخسيس مجانًا لمدة 30 يومًا,"['جرب', 'برنامجنا', 'للتخسيس', 'مجانًا', 'لمدة', '30', 'يومًا']","['جرب', 'برنامجنا', 'للتخسيس', 'مجانًا', 'لمدة', '30', 'يومًا']",جَرَّب برنامجنا لِ تَخسِيس مَجَان لِ مُدَّة 30 يَوم,0.3731343283582089,0.11475409836065574
ham,أنا في إجازة، والأجواء رائعة هنا!,أنا في إجازة، والأجواء رائعة هنا,"['أنا', 'في', 'إجازة،', 'والأجواء', 'رائعة', 'هنا']","['إجازة،', 'والأجواء', 'رائعة']",إِجَازَة ، وَ جَوّ رَائِع,0.25373134328358204,0.18032786885245894
ham,أنا سعيد جدًا من أجلك!,أنا سعيد جدًا من أجلك,"['أنا', 'سعيد', 'جدًا', 'من', 'أجلك']","['سعيد', 'جدًا', 'أجلك']",سَعِيد جِدّ أجلك,0.1044776119402985,0.3442622950819672
ham,مرحبًا، سأرسل لك المستند عبر البريد الإلكتروني. شكرًا!,مرحبًا، سأرسل لك المستند عبر البريد الإلكتروني شكرًا,"['مرحبًا،', 'سأرسل', 'لك', 'المستند', 'عبر', 'البريد', 'الإلكتروني', 'شكرًا']","['مرحبًا،', 'سأرسل', 'المستند', 'عبر', 'البريد', 'الإلكتروني', 'شكرًا']",مُرَحَّب ، سَ أَرسَل مُستَنَد عَبرَ بَرِيد إِلِكترُونِيّ شُكر,0.5373134328358209,0.23770491803278682
ham,شكرًا لك مرة أخرى على الأمس!,شكرًا لك مرة أخرى على الأمس,"['شكرًا', 'لك', 'مرة', 'أخرى', 'على', 'الأمس']","['شكرًا', 'مرة', 'أخرى', 'الأمس']",شُكر مَرَّة آخَر أَمس,0.1791044776119403,0.23770491803278682
spam,لا تفوت فرصتك لتصبح ثريًا الآن.,لا تفوت فرصتك لتصبح ثريًا الآن,"['لا', 'تفوت', 'فرصتك', 'لتصبح', 'ثريًا', 'الآن']","['تفوت', 'فرصتك', 'لتصبح', 'ثريًا']",فَات فُرصَة هُوَ لِ أَصبَح ثِرِّيّ,0.22388059701492538,0.19672131147540978
ham,لا تنسَ اجتماعنا غدًا في الساعة 9 صباحًا.,لا تنسَ اجتماعنا غدًا في الساعة 9 صباحًا,"['لا', 'تنسَ', 'اجتماعنا', 'غدًا', 'في', 'الساعة', '9', 'صباحًا']","['تنسَ', 'اجتماعنا', 'غدًا', 'الساعة', '9', 'صباحًا']",نَسََّ اِجتِمَاع هُوَ غَد سَاعَة 9 صَبَاح,0.34328358208955223,0.12295081967213116
ham,لقد وصلت للتو، أين أنت؟,لقد وصلت للتو، أين أنت,"['لقد', 'وصلت', 'للتو،', 'أين', 'أنت']","['لقد', 'وصلت', 'للتو،']",لقد وَصَل لِ التو ،,0.11940298507462685,0.3196721311475409
spam,عرض لا يصدق! جربه بنفسك الآن!,عرض لا يصدق جربه بنفسك الآن,"['عرض', 'لا', 'يصدق', 'جربه', 'بنفسك', 'الآن']","['عرض', 'يصدق', 'جربه', 'بنفسك']",عرض صَدَق جَرَّب هُوَ بنفسك,0.19402985074626863,0.5655737704918032
spam,لديك طرد في الانتظار، أكد معلوماتك هنا: www.livraison-fake.com,لديك طرد في الانتظار، أكد معلوماتك هنا wwwlivraisonfakecom,"['لديك', 'طرد', 'في', 'الانتظار،', 'أكد', 'معلوماتك', 'هنا', 'wwwlivraisonfakecom']","['لديك', 'طرد', 'الانتظار،', 'أكد', 'معلوماتك', 'wwwlivraisonfakecom']",لَدِيك طَرد اِنتِظَار ، أَكَّد مَعلُومَة هُوَ wwwlivr a i sonfak eco m,0.6567164179104478,0.48360655737704905
ham,سنلتقي قريبًا، لا أطيق الانتظار!,سنلتقي قريبًا، لا أطيق الانتظار,"['سنلتقي', 'قريبًا،', 'لا', 'أطيق', 'الانتظار']","['سنلتقي', 'قريبًا،', 'أطيق', 'الانتظار']",سَ نلتقي قَرِيب ، أَطَاق اِنتِظَار,0.25373134328358204,0.18032786885245894
spam,انتهت صلاحية اشتراكك في Netflix، قم بتحديث معلوماتك هنا: www.fake-netflix.com,انتهت صلاحية اشتراكك في netflix، قم بتحديث معلوماتك هنا wwwfakenetflixcom,"['انتهت', 'صلاحية', 'اشتراكك', 'في', 'netflix،', 'قم', 'بتحديث', 'معلوماتك', 'هنا', 'wwwfakenetflixcom']","['انتهت', 'صلاحية', 'اشتراكك', 'netflix،', 'قم', 'بتحديث', 'معلوماتك', 'wwwfakenetflixcom']",اِنتَهَى صَلَاحِيَّة اِشتِرَاك netflix ، قَام بِ تَحدِيث مَعلُومَة هُوَ wwwfake n etflixco m,0.8507462686567164,0.36885245901639335
spam,اشترِ منتجًا واحدًا واحصل على 3 مجانًا!,اشترِ منتجًا واحدًا واحصل على 3 مجانًا,"['اشترِ', 'منتجًا', 'واحدًا', 'واحصل', 'على', '3', 'مجانًا']","['اشترِ', 'منتجًا', 'واحدًا', 'واحصل', '3', 'مجانًا']",اِشتَرَى مُنتَج وَاحِد وَ حَصَل 3 مَجَّان,0.32835820895522383,0.13114754098360654
spam,تم اختراق جهاز الكمبيوتر الخاص بك، قم بتنزيل برنامجنا المجاني لمكافحة الفيروسات!,تم اختراق جهاز الكمبيوتر الخاص بك، قم بتنزيل برنامجنا المجاني لمكافحة الفيروسات,"['تم', 'اختراق', 'جهاز', 'الكمبيوتر', 'الخاص', 'بك،', 'قم', 'بتنزيل', 'برنامجنا', 'المجاني', 'لمكافحة', 'الفيروسات']","['تم', 'اختراق', 'جهاز', 'الكمبيوتر', 'الخاص', 'بك،', 'قم', 'بتنزيل', 'برنامجنا', 'المجاني', 'لمكافحة', 'الفيروسات']",تَمّ اِختِرَاق جِهَاز كَمبيُوتِر خَاصّ بِ هُوَ ، قَام بِ تَنزِيل برنامجنا مَجَّانِيّ لِ مُكَافَحَة فَيرُوس,0.8656716417910448,0.0
spam,لقد ربحت بطاقة هدايا أمازون بقيمة 500 يورو!,لقد ربحت بطاقة هدايا أمازون بقيمة 500 يورو,"['لقد', 'ربحت', 'بطاقة', 'هدايا', 'أمازون', 'بقيمة', '500', 'يورو']","['لقد', 'ربحت', 'بطاقة', 'هدايا', 'أمازون', 'بقيمة', '500']",لقد رَبَح بِطَاقَة هَدِيَّة أمازون بِ قِيمَة 500,0.3731343283582089,0.11475409836065574
spam,اربح iPhone مجاني! انقر هنا للمشاركة: www.رابط-وهمي3.com,اربح iphone مجاني انقر هنا للمشاركة wwwرابطوهمي3com,"['اربح', 'iphone', 'مجاني', 'انقر', 'هنا', 'للمشاركة', 'wwwرابطوهمي3com']","['اربح', 'iphone', 'مجاني', 'انقر', 'للمشاركة', 'wwwرابطوهمي3com']",اربح iphone مَجَّانِيّ أَنقَر لِ مُشَارَكَة wwwرابطوهمي 3co m,0.5820895522388059,0.7049180327868851
spam,لقد ربحت 50000 دولار في اليانصيب! اطلب جائزتك الآن: www.رابط-وهمي1.com,لقد ربحت 50000 دولار في اليانصيب اطلب جائزتك الآن wwwرابطوهمي1com,"['لقد', 'ربحت', '50000', 'دولار', 'في', 'اليانصيب', 'اطلب', 'جائزتك', 'الآن', 'wwwرابطوهمي1com']","['لقد', 'ربحت', '50000', 'اليانصيب', 'اطلب', 'جائزتك', 'wwwرابطوهمي1com']",لقد رَبَح 50000 يَانِص اطلب جَائِزَة هُوَ wwwرابطوهمي 1co m,0.7462686567164178,0.5573770491803279
spam,عرض خاص! احصل على خصم 70% على مشترياتك القادمة. انقر هنا: www.رابط-وهمي2.com,عرض خاص احصل على خصم 70 على مشترياتك القادمة انقر هنا wwwرابطوهمي2com,"['عرض', 'خاص', 'احصل', 'على', 'خصم', '70', 'على', 'مشترياتك', 'القادمة', 'انقر', 'هنا', 'wwwرابطوهمي2com']","['عرض', 'خاص', 'احصل', 'خصم', '70', 'مشترياتك', 'القادمة', 'انقر', 'wwwرابطوهمي2com']",عَرض خَاصّ حَصل خَصَم 70 مُشتَرَى هُوَ قَادِم انقر wwwرابطوهمي 2co m,0.8059701492537313,0.7704918032786885
spam,هل تحتاج إلى المال بسرعة؟ احصل على 1000 يورو اليوم!,هل تحتاج إلى المال بسرعة احصل على 1000 يورو اليوم,"['هل', 'تحتاج', 'إلى', 'المال', 'بسرعة', 'احصل', 'على', '1000', 'يورو', 'اليوم']","['تحتاج', 'المال', 'بسرعة', 'احصل', '1000', 'اليوم']",اِحتَاج مَال بِ سُرعَة حَصل 1000 يَوم,0.4626865671641791,0.27868852459016386
ham,شكرًا لك مرة أخرى على الأمس!,شكرًا لك مرة أخرى على الأمس,"['شكرًا', 'لك', 'مرة', 'أخرى', 'على', 'الأمس']","['شكرًا', 'مرة', 'أخرى', 'الأمس']",شُكر مَرَّة آخَر أَمس,0.1791044776119403,0.23770491803278682
ham,هل نلتقي الساعة 18 كما هو متفق عليه؟,هل نلتقي الساعة 18 كما هو متفق عليه,"['هل', 'نلتقي', 'الساعة', '18', 'كما', 'هو', 'متفق', 'عليه']","['نلتقي', 'الساعة', '18', 'متفق']",نلتقي سَاعَة 18 مُتَّفَق,0.26865671641791045,0.1639344262295082
