label,text,text_np,text_tokens,text_nostop,text_lem
ham,سأصل إلى منزلك خلال 5 دقائق.,سأصل إلى منزلك خلال 5 دقائق,"['سأصل', 'إلى', 'منزلك', 'خلال', '5', 'دقائق']","['سأصل', 'منزلك', 'خلال', '5', 'دقائق']",سَ أَصل منزلك خِلَالَ 5 دَقِيقَة
spam,قرض سريع بدون فحص، احصل على 5000 يورو خلال 24 ساعة.,قرض سريع بدون فحص، احصل على 5000 يورو خلال 24 ساعة,"['قرض', 'سريع', 'بدون', 'فحص،', 'احصل', 'على', '5000', 'يورو', 'خلال', '24', 'ساعة']","['قرض', 'سريع', 'بدون', 'فحص،', 'احصل', '5000', 'خلال', '24', 'ساعة']",قَرض سَرِيع بدون فَحص ، أَحصَل 5000 خِلَالَ 24 سَاعَة
spam,وظيفة جديدة من المنزل، اربح حتى 3000 يورو شهريًا!,وظيفة جديدة من المنزل، اربح حتى 3000 يورو شهريًا,"['وظيفة', 'جديدة', 'من', 'المنزل،', 'اربح', 'حتى', '3000', 'يورو', 'شهريًا']","['وظيفة', 'جديدة', 'المنزل،', 'اربح', '3000', 'شهريًا']",وَ ظَيفَة جَدِيد مَنزِل ، أُربُح 3000 شَهرِيّ
ham,كيف كان يومك؟,كيف كان يومك,"['كيف', 'كان', 'يومك']",['يومك'],يُومَك
ham,لقد وجدت وصفة رائعة لتجربتها.,لقد وجدت وصفة رائعة لتجربتها,"['لقد', 'وجدت', 'وصفة', 'رائعة', 'لتجربتها']","['لقد', 'وجدت', 'وصفة', 'رائعة', 'لتجربتها']",لقد وَجَد وَصفَة رَائِع لِ تَجرِبت هُوَ
ham,سأصل إلى منزلك خلال 5 دقائق.,سأصل إلى منزلك خلال 5 دقائق,"['سأصل', 'إلى', 'منزلك', 'خلال', '5', 'دقائق']","['سأصل', 'منزلك', 'خلال', '5', 'دقائق']",سَ أَصل منزلك خِلَالَ 5 دَقِيقَة
spam,فاتورتك الهاتفية في انتظار السداد، قم بالدفع هنا.,فاتورتك الهاتفية في انتظار السداد، قم بالدفع هنا,"['فاتورتك', 'الهاتفية', 'في', 'انتظار', 'السداد،', 'قم', 'بالدفع', 'هنا']","['فاتورتك', 'الهاتفية', 'انتظار', 'السداد،', 'قم', 'بالدفع']",فَ اِتوَرتك هَاتِفِيّ اِنتِظَار سَدَاد ، قَام بالدفع
ham,مرحبًا، هل لديك أخبار عن ليلى؟,مرحبًا، هل لديك أخبار عن ليلى,"['مرحبًا،', 'هل', 'لديك', 'أخبار', 'عن', 'ليلى']","['مرحبًا،', 'لديك', 'أخبار', 'ليلى']",مُرَحَّب ، لَدَى هُوَ خَبَر ليلى
spam,استثمر 100 يورو، اربح 1000 يورو في أسبوع!,استثمر 100 يورو، اربح 1000 يورو في أسبوع,"['استثمر', '100', 'يورو،', 'اربح', '1000', 'يورو', 'في', 'أسبوع']","['استثمر', '100', 'يورو،', 'اربح', '1000', 'أسبوع']",اِستَثمَر 100 يُورُو ، أُربُح 1000 أُسبُوع
spam,اكسب المال من المنزل ببضع نقرات فقط!,اكسب المال من المنزل ببضع نقرات فقط,"['اكسب', 'المال', 'من', 'المنزل', 'ببضع', 'نقرات', 'فقط']","['اكسب', 'المال', 'المنزل', 'ببضع', 'نقرات', 'فقط']",اكسب مَال مَنزِل بِ بِضع نَقرَة فَقَط
spam,لديك رسالة صوتية غير مقروءة، استمع إليها هنا.,لديك رسالة صوتية غير مقروءة، استمع إليها هنا,"['لديك', 'رسالة', 'صوتية', 'غير', 'مقروءة،', 'استمع', 'إليها', 'هنا']","['لديك', 'رسالة', 'صوتية', 'مقروءة،', 'استمع', 'إليها']",لَدِيك رِسَالَة صَوتِيّ مقروءة ، اِستَمَع إِلَى هُوَ
spam,انتهت صلاحية اشتراكك في Netflix، قم بتحديث معلوماتك هنا: www.fake-netflix.com,انتهت صلاحية اشتراكك في netflix، قم بتحديث معلوماتك هنا wwwfakenetflixcom,"['انتهت', 'صلاحية', 'اشتراكك', 'في', 'netflix،', 'قم', 'بتحديث', 'معلوماتك', 'هنا', 'wwwfakenetflixcom']","['انتهت', 'صلاحية', 'اشتراكك', 'netflix،', 'قم', 'بتحديث', 'معلوماتك', 'wwwfakenetflixcom']",اِنتَهَى صَلَاحِيَّة اِشتِرَاك netflix ، قَام بِ تَحدِيث مَعلُومَة هُوَ wwwfake n etflixco m
ham,هل استلمت رسالتي؟,هل استلمت رسالتي,"['هل', 'استلمت', 'رسالتي']","['استلمت', 'رسالتي']",اِستَلَم رَسالَة
ham,هل يمكنك شراء الخبز وأنت في طريقك؟,هل يمكنك شراء الخبز وأنت في طريقك,"['هل', 'يمكنك', 'شراء', 'الخبز', 'وأنت', 'في', 'طريقك']","['يمكنك', 'شراء', 'الخبز', 'وأنت', 'طريقك']",أَمكَن هُوَ شِرَاء خُبز وَ هُوَ طريقك
ham,لقد وصلت للتو، أين أنت؟,لقد وصلت للتو، أين أنت,"['لقد', 'وصلت', 'للتو،', 'أين', 'أنت']","['لقد', 'وصلت', 'للتو،']",لقد وَصَل لِ التو ،
ham,سنذهب في عطلة نهاية الأسبوع، سيكون الأمر ممتعًا!,سنذهب في عطلة نهاية الأسبوع، سيكون الأمر ممتعًا,"['سنذهب', 'في', 'عطلة', 'نهاية', 'الأسبوع،', 'سيكون', 'الأمر', 'ممتعًا']","['سنذهب', 'عطلة', 'نهاية', 'الأسبوع،', 'سيكون', 'الأمر', 'ممتعًا']",سَ ذَهَب عُطلَة نِهَايَة أُسبُوع ، سَ كَان أَمر مُمتَع
ham,هل رأيت رسالتي الأخيرة؟,هل رأيت رسالتي الأخيرة,"['هل', 'رأيت', 'رسالتي', 'الأخيرة']","['رأيت', 'رسالتي', 'الأخيرة']",رَأَى رَسالَة أَخِير
spam,اربح 500 يورو فورًا بالإجابة على هذا الاستبيان!,اربح 500 يورو فورًا بالإجابة على هذا الاستبيان,"['اربح', '500', 'يورو', 'فورًا', 'بالإجابة', 'على', 'هذا', 'الاستبيان']","['اربح', '500', 'فورًا', 'بالإجابة', 'الاستبيان']",أُربُح 500 فَور بِ إِجَابَة اِستِبيَان
ham,كان الفيلم الذي شاهدناه أمس رائعًا، يجب أن تراه!,كان الفيلم الذي شاهدناه أمس رائعًا، يجب أن تراه,"['كان', 'الفيلم', 'الذي', 'شاهدناه', 'أمس', 'رائعًا،', 'يجب', 'أن', 'تراه']","['الفيلم', 'شاهدناه', 'رائعًا،', 'يجب', 'تراه']",فِيلم شاهدناه رَائِع ، وَجَب تراه
ham,خذ قسطًا من الراحة واعتنِ بنفسك!,خذ قسطًا من الراحة واعتنِ بنفسك,"['خذ', 'قسطًا', 'من', 'الراحة', 'واعتنِ', 'بنفسك']","['خذ', 'قسطًا', 'الراحة', 'واعتنِ', 'بنفسك']",خَذّ قِسط رَاحَة وَ فَتَن بنفسك
spam,تم اختراق حساب PayPal الخاص بك، قم بإعادة تعيين كلمة المرور هنا.,تم اختراق حساب paypal الخاص بك، قم بإعادة تعيين كلمة المرور هنا,"['تم', 'اختراق', 'حساب', 'paypal', 'الخاص', 'بك،', 'قم', 'بإعادة', 'تعيين', 'كلمة', 'المرور', 'هنا']","['تم', 'اختراق', 'حساب', 'paypal', 'الخاص', 'بك،', 'قم', 'بإعادة', 'تعيين', 'كلمة', 'المرور']",تَمّ اِختِرَاق حِسَاب paypal خَاصّ بِ هُوَ ، قَام بِ إِعَادَة تَعيِين كَلِمَة مُرُور
ham,لدي فكرة رائعة أريد مشاركتها معك.,لدي فكرة رائعة أريد مشاركتها معك,"['لدي', 'فكرة', 'رائعة', 'أريد', 'مشاركتها', 'معك']","['لدي', 'فكرة', 'رائعة', 'أريد', 'مشاركتها', 'معك']",لَدَى فِكرَة رَائِع أَرَاد مُشَارَكَة هُوَ مَعك
ham,أنا في اجتماع، سأتصل بك بعد ذلك.,أنا في اجتماع، سأتصل بك بعد ذلك,"['أنا', 'في', 'اجتماع،', 'سأتصل', 'بك', 'بعد', 'ذلك']","['اجتماع،', 'سأتصل']",اِجتِمَاع ، سَ اِتَّصَل
spam,قم بتحديث معلوماتك الآن لتجنب حذف حسابك.,قم بتحديث معلوماتك الآن لتجنب حذف حسابك,"['قم', 'بتحديث', 'معلوماتك', 'الآن', 'لتجنب', 'حذف', 'حسابك']","['قم', 'بتحديث', 'معلوماتك', 'لتجنب', 'حذف', 'حسابك']",قَام بِ تَحدِيث مَعلُومَة هُوَ لِ تَجَنُّب حِذف حَسَّابَك
spam,احمِ بياناتك المصرفية الآن.,احمِ بياناتك المصرفية الآن,"['احمِ', 'بياناتك', 'المصرفية', 'الآن']","['احمِ', 'بياناتك', 'المصرفية']",أَحمَِ بَيَان هُوَ مَصرِفِيّ
spam,لا تفوت فرصتك لتصبح ثريًا الآن.,لا تفوت فرصتك لتصبح ثريًا الآن,"['لا', 'تفوت', 'فرصتك', 'لتصبح', 'ثريًا', 'الآن']","['تفوت', 'فرصتك', 'لتصبح', 'ثريًا']",فَات فُرصَة هُوَ لِ أَصبَح ثِرِّيّ
spam,تعرف على كيفية الحصول على قرض بدون فوائد الآن.,تعرف على كيفية الحصول على قرض بدون فوائد الآن,"['تعرف', 'على', 'كيفية', 'الحصول', 'على', 'قرض', 'بدون', 'فوائد', 'الآن']","['تعرف', 'كيفية', 'الحصول', 'قرض', 'بدون', 'فوائد']",عَرَف كَيفِيَّة حُصُول قَرض بدون فَائِدَة
spam,بقيت ساعات قليلة فقط للاستفادة من هذا العرض الرائع!,بقيت ساعات قليلة فقط للاستفادة من هذا العرض الرائع,"['بقيت', 'ساعات', 'قليلة', 'فقط', 'للاستفادة', 'من', 'هذا', 'العرض', 'الرائع']","['بقيت', 'ساعات', 'قليلة', 'فقط', 'للاستفادة', 'العرض', 'الرائع']",بَقِي سَاعَة قَلِيل فَقَط لِ اِستِفَادَة عَرض رَائِع
ham,رأيت بول اليوم، وقد أرسل لك تحياته.,رأيت بول اليوم، وقد أرسل لك تحياته,"['رأيت', 'بول', 'اليوم،', 'وقد', 'أرسل', 'لك', 'تحياته']","['رأيت', 'بول', 'اليوم،', 'وقد', 'أرسل', 'تحياته']",رَأَى بُول يَوم ، وَ قَد أَرسَل تَحِيَّة هُوَ
ham,سأمر لرؤيتك هذا المساء.,سأمر لرؤيتك هذا المساء,"['سأمر', 'لرؤيتك', 'هذا', 'المساء']","['سأمر', 'لرؤيتك', 'المساء']",سَأمَر لِ رُؤيَة هُوَ مَسَاء
spam,وظيفة جديدة من المنزل، اربح حتى 3000 يورو شهريًا!,وظيفة جديدة من المنزل، اربح حتى 3000 يورو شهريًا,"['وظيفة', 'جديدة', 'من', 'المنزل،', 'اربح', 'حتى', '3000', 'يورو', 'شهريًا']","['وظيفة', 'جديدة', 'المنزل،', 'اربح', '3000', 'شهريًا']",وَ ظَيفَة جَدِيد مَنزِل ، أُربُح 3000 شَهرِيّ
ham,لا تقلق، كل شيء سيكون على ما يرام.,لا تقلق، كل شيء سيكون على ما يرام,"['لا', 'تقلق،', 'كل', 'شيء', 'سيكون', 'على', 'ما', 'يرام']","['تقلق،', 'شيء', 'سيكون', 'يرام']",أَقلَق ، شَيء سِيكُون رَام
spam,لقد ربحت 10000 دولار في اليانصيب! اطلب جائزتك الآن: www.رابط-وهمي3.com,لقد ربحت 10000 دولار في اليانصيب اطلب جائزتك الآن wwwرابطوهمي3com,"['لقد', 'ربحت', '10000', 'دولار', 'في', 'اليانصيب', 'اطلب', 'جائزتك', 'الآن', 'wwwرابطوهمي3com']","['لقد', 'ربحت', '10000', 'اليانصيب', 'اطلب', 'جائزتك', 'wwwرابطوهمي3com']",لقد رَبَح 10000 يَانِص اطلب جَائِزَة هُوَ wwwرابطوهمي 3co m
spam,الفرصة الأخيرة للاستفادة من هذا العرض الرائع!,الفرصة الأخيرة للاستفادة من هذا العرض الرائع,"['الفرصة', 'الأخيرة', 'للاستفادة', 'من', 'هذا', 'العرض', 'الرائع']","['الفرصة', 'الأخيرة', 'للاستفادة', 'العرض', 'الرائع']",فُرصَة أَخِير لِ اِستِفَادَة عَرض رَائِع
ham,شكرًا على رسالتك. سأتصل بك لاحقًا.,شكرًا على رسالتك سأتصل بك لاحقًا,"['شكرًا', 'على', 'رسالتك', 'سأتصل', 'بك', 'لاحقًا']","['شكرًا', 'رسالتك', 'سأتصل', 'لاحقًا']",شُكر رِسَالَة هُوَ سَ اِتَّصَل لَاحِق
ham,لا تنسَ موعدنا مع الطبيب.,لا تنسَ موعدنا مع الطبيب,"['لا', 'تنسَ', 'موعدنا', 'مع', 'الطبيب']","['تنسَ', 'موعدنا', 'الطبيب']",نَسََّ موعدنا طَبِيب
spam,لقد ربحت 50000 دولار في اليانصيب! اطلب جائزتك الآن: www.رابط-وهمي2.com,لقد ربحت 50000 دولار في اليانصيب اطلب جائزتك الآن wwwرابطوهمي2com,"['لقد', 'ربحت', '50000', 'دولار', 'في', 'اليانصيب', 'اطلب', 'جائزتك', 'الآن', 'wwwرابطوهمي2com']","['لقد', 'ربحت', '50000', 'اليانصيب', 'اطلب', 'جائزتك', 'wwwرابطوهمي2com']",لقد رَبَح 50000 يَانِص اطلب جَائِزَة هُوَ wwwرابطوهمي 2co m
spam,عاجل: مطلوب تحديث معلومات الأمان الخاصة بك.,عاجل مطلوب تحديث معلومات الأمان الخاصة بك,"['عاجل', 'مطلوب', 'تحديث', 'معلومات', 'الأمان', 'الخاصة', 'بك']","['عاجل', 'مطلوب', 'تحديث', 'معلومات', 'الأمان', 'الخاصة']",عَاجِل مَطلُوب تَحدِيث مَعلُومَة أَمَان خَاصّ
ham,لدي فكرة رائعة أريد مشاركتها معك.,لدي فكرة رائعة أريد مشاركتها معك,"['لدي', 'فكرة', 'رائعة', 'أريد', 'مشاركتها', 'معك']","['لدي', 'فكرة', 'رائعة', 'أريد', 'مشاركتها', 'معك']",لَدَى فِكرَة رَائِع أَرَاد مُشَارَكَة هُوَ مَعك
spam,أخيرًا تم كشف سر المليونيرات: سجل الآن مجانًا.,أخيرًا تم كشف سر المليونيرات سجل الآن مجانًا,"['أخيرًا', 'تم', 'كشف', 'سر', 'المليونيرات', 'سجل', 'الآن', 'مجانًا']","['أخيرًا', 'تم', 'كشف', 'سر', 'المليونيرات', 'سجل', 'مجانًا']",أَخِير تَمّ كَشف سِرّ مَليُونِيرَات سَجَّل مَجَان
ham,لا تنسَ موعدنا مع الطبيب.,لا تنسَ موعدنا مع الطبيب,"['لا', 'تنسَ', 'موعدنا', 'مع', 'الطبيب']","['تنسَ', 'موعدنا', 'الطبيب']",نَسََّ موعدنا طَبِيب
ham,أنا عالق في زحمة المرور...,أنا عالق في زحمة المرور,"['أنا', 'عالق', 'في', 'زحمة', 'المرور']","['عالق', 'زحمة', 'المرور']",عَالِق زَحمَة مُرُور
ham,شكرًا على الهدية، لقد أعجبتني كثيرًا!,شكرًا على الهدية، لقد أعجبتني كثيرًا,"['شكرًا', 'على', 'الهدية،', 'لقد', 'أعجبتني', 'كثيرًا']","['شكرًا', 'الهدية،', 'لقد', 'أعجبتني', 'كثيرًا']",شُكر هَدِيَّة ، لقد أعجبتني كَثِير
ham,أنا في العمل، سأتصل بك لاحقًا.,أنا في العمل، سأتصل بك لاحقًا,"['أنا', 'في', 'العمل،', 'سأتصل', 'بك', 'لاحقًا']","['العمل،', 'سأتصل', 'لاحقًا']",عَمَل ، سَ اِتَّصَل لَاحِق
ham,سنذهب في عطلة نهاية الأسبوع، سيكون الأمر ممتعًا!,سنذهب في عطلة نهاية الأسبوع، سيكون الأمر ممتعًا,"['سنذهب', 'في', 'عطلة', 'نهاية', 'الأسبوع،', 'سيكون', 'الأمر', 'ممتعًا']","['سنذهب', 'عطلة', 'نهاية', 'الأسبوع،', 'سيكون', 'الأمر', 'ممتعًا']",سَ ذَهَب عُطلَة نِهَايَة أُسبُوع ، سَ كَان أَمر مُمتَع
spam,عرض خاص! احصل على خصم 50% على مشترياتك القادمة. انقر هنا: www.رابط-وهمي1.com,عرض خاص احصل على خصم 50 على مشترياتك القادمة انقر هنا wwwرابطوهمي1com,"['عرض', 'خاص', 'احصل', 'على', 'خصم', '50', 'على', 'مشترياتك', 'القادمة', 'انقر', 'هنا', 'wwwرابطوهمي1com']","['عرض', 'خاص', 'احصل', 'خصم', '50', 'مشترياتك', 'القادمة', 'انقر', 'wwwرابطوهمي1com']",عَرض خَاصّ حَصل خَصَم 50 مُشتَرَى هُوَ قَادِم أَنقَر wwwرابطوهمي 1co m
ham,أنا أنتظرك أمام المحطة.,أنا أنتظرك أمام المحطة,"['أنا', 'أنتظرك', 'أمام', 'المحطة']","['أنتظرك', 'المحطة']",اِنتَظَر مَحَطَّة
ham,أتمنى لك يومًا سعيدًا!,أتمنى لك يومًا سعيدًا,"['أتمنى', 'لك', 'يومًا', 'سعيدًا']","['أتمنى', 'يومًا', 'سعيدًا']",تَمَنَّى يَوم سَعِيد
spam,لا تفوت فرصتك لتصبح ثريًا الآن.,لا تفوت فرصتك لتصبح ثريًا الآن,"['لا', 'تفوت', 'فرصتك', 'لتصبح', 'ثريًا', 'الآن']","['تفوت', 'فرصتك', 'لتصبح', 'ثريًا']",فَات فُرصَة هُوَ لِ أَصبَح ثِرِّيّ
spam,تعرف على كيفية الحصول على قرض بدون فوائد الآن.,تعرف على كيفية الحصول على قرض بدون فوائد الآن,"['تعرف', 'على', 'كيفية', 'الحصول', 'على', 'قرض', 'بدون', 'فوائد', 'الآن']","['تعرف', 'كيفية', 'الحصول', 'قرض', 'بدون', 'فوائد']",عَرَف كَيفِيَّة حُصُول قَرض بدون فَائِدَة
ham,هل نلتقي في المقهى الساعة 15؟,هل نلتقي في المقهى الساعة 15,"['هل', 'نلتقي', 'في', 'المقهى', 'الساعة', '15']","['نلتقي', 'المقهى', 'الساعة', '15']",نلتقي مَقهَى سَاعَة 15
spam,استثمر 100 يورو، اربح 1000 يورو في أسبوع!,استثمر 100 يورو، اربح 1000 يورو في أسبوع,"['استثمر', '100', 'يورو،', 'اربح', '1000', 'يورو', 'في', 'أسبوع']","['استثمر', '100', 'يورو،', 'اربح', '1000', 'أسبوع']",اِستَثمَر 100 يُورُو ، أُربُح 1000 أُسبُوع
spam,تم اختيار حسابك للحصول على مكافأة بقيمة 5000 دولار. انقر هنا للمطالبة: www.رابط-وهمي2.com,تم اختيار حسابك للحصول على مكافأة بقيمة 5000 دولار انقر هنا للمطالبة wwwرابطوهمي2com,"['تم', 'اختيار', 'حسابك', 'للحصول', 'على', 'مكافأة', 'بقيمة', '5000', 'دولار', 'انقر', 'هنا', 'للمطالبة', 'wwwرابطوهمي2com']","['تم', 'اختيار', 'حسابك', 'للحصول', 'مكافأة', 'بقيمة', '5000', 'انقر', 'للمطالبة', 'wwwرابطوهمي2com']",تَمّ اِختِيَار حَسَّابَك لِ حُصُول مُكَافَأَة بِ قِيمَة 5000 أَنقَر لِ مُطَالَبَة wwwرابطوهمي 2co m
ham,شكرًا على الهدية، لقد أعجبتني كثيرًا!,شكرًا على الهدية، لقد أعجبتني كثيرًا,"['شكرًا', 'على', 'الهدية،', 'لقد', 'أعجبتني', 'كثيرًا']","['شكرًا', 'الهدية،', 'لقد', 'أعجبتني', 'كثيرًا']",شُكر هَدِيَّة ، لقد أعجبتني كَثِير
ham,مرحبًا فاطمة، كيف حالك؟ هل نلتقي هذا المساء لتناول العشاء؟,مرحبًا فاطمة، كيف حالك هل نلتقي هذا المساء لتناول العشاء,"['مرحبًا', 'فاطمة،', 'كيف', 'حالك', 'هل', 'نلتقي', 'هذا', 'المساء', 'لتناول', 'العشاء']","['مرحبًا', 'فاطمة،', 'حالك', 'نلتقي', 'المساء', 'لتناول', 'العشاء']",مَرحَبًا فَ أَطمَة ، حالك نلتقي مَسَاء لِ تَنَاوُل عَشَاء
spam,قم بتنزيل هذا التطبيق واحصل على قسيمة شراء بقيمة 50 يورو.,قم بتنزيل هذا التطبيق واحصل على قسيمة شراء بقيمة 50 يورو,"['قم', 'بتنزيل', 'هذا', 'التطبيق', 'واحصل', 'على', 'قسيمة', 'شراء', 'بقيمة', '50', 'يورو']","['قم', 'بتنزيل', 'التطبيق', 'واحصل', 'قسيمة', 'شراء', 'بقيمة', '50']",قَام بِ تَنزِيل تَطبِيق وَ حَصَل قَسِيمَة شِرَاء بِ قِيمَة 50
ham,هل نتناول الغداء معًا غدًا؟,هل نتناول الغداء معًا غدًا,"['هل', 'نتناول', 'الغداء', 'معًا', 'غدًا']","['نتناول', 'الغداء', 'معًا', 'غدًا']",تَنَاوَل اَلَّذِي غِدَاء مَعًً غَد
spam,تهانينا! لقد ربحت جائزة بقيمة 20000 دولار. انقر هنا للمطالبة: www.رابط-وهمي3.com,تهانينا لقد ربحت جائزة بقيمة 20000 دولار انقر هنا للمطالبة wwwرابطوهمي3com,"['تهانينا', 'لقد', 'ربحت', 'جائزة', 'بقيمة', '20000', 'دولار', 'انقر', 'هنا', 'للمطالبة', 'wwwرابطوهمي3com']","['تهانينا', 'لقد', 'ربحت', 'جائزة', 'بقيمة', '20000', 'انقر', 'للمطالبة', 'wwwرابطوهمي3com']",تَهنِين لقد رَبَح جَائِزَة بِ قِيمَة 20000 أَنقَر لِ مُطَالَبَة wwwرابطوهمي 3co m
ham,لا تنسَ اجتماعنا غدًا في الساعة 9 صباحًا.,لا تنسَ اجتماعنا غدًا في الساعة 9 صباحًا,"['لا', 'تنسَ', 'اجتماعنا', 'غدًا', 'في', 'الساعة', '9', 'صباحًا']","['تنسَ', 'اجتماعنا', 'غدًا', 'الساعة', '9', 'صباحًا']",نَسََّ اِجتِمَاع هُوَ غَد سَاعَة 9 صَبَاح
ham,هل نتناول الغداء معًا غدًا؟,هل نتناول الغداء معًا غدًا,"['هل', 'نتناول', 'الغداء', 'معًا', 'غدًا']","['نتناول', 'الغداء', 'معًا', 'غدًا']",تَنَاوَل اَلَّذِي غِدَاء مَعًً غَد
ham,مرحبًا، أنا متأخر بسبب الزحام المروري. أراك قريبًا!,مرحبًا، أنا متأخر بسبب الزحام المروري أراك قريبًا,"['مرحبًا،', 'أنا', 'متأخر', 'بسبب', 'الزحام', 'المروري', 'أراك', 'قريبًا']","['مرحبًا،', 'متأخر', 'بسبب', 'الزحام', 'المروري', 'أراك', 'قريبًا']",مُرَحَّب ، مُتَأَخِّر بِ سَبَب زِحَام مُرَوِّر أَرَاك قَرِيب
ham,أنا سعيد جدًا من أجلك!,أنا سعيد جدًا من أجلك,"['أنا', 'سعيد', 'جدًا', 'من', 'أجلك']","['سعيد', 'جدًا', 'أجلك']",سَعِيد جِدّ أجلك
ham,لدي خبر رائع أريد إخبارك به!,لدي خبر رائع أريد إخبارك به,"['لدي', 'خبر', 'رائع', 'أريد', 'إخبارك', 'به']","['لدي', 'خبر', 'رائع', 'أريد', 'إخبارك']",لَدَى خَبَر رَائِع أَرَاد هُوَ
ham,هل ستأتي إلى التمرين هذا المساء؟,هل ستأتي إلى التمرين هذا المساء,"['هل', 'ستأتي', 'إلى', 'التمرين', 'هذا', 'المساء']","['ستأتي', 'التمرين', 'المساء']",سَ أَتَى تَمرِين مَسَاء
spam,عرض خاص! احصل على خصم 70% على مشترياتك القادمة. انقر هنا: www.رابط-وهمي1.com,عرض خاص احصل على خصم 70 على مشترياتك القادمة انقر هنا wwwرابطوهمي1com,"['عرض', 'خاص', 'احصل', 'على', 'خصم', '70', 'على', 'مشترياتك', 'القادمة', 'انقر', 'هنا', 'wwwرابطوهمي1com']","['عرض', 'خاص', 'احصل', 'خصم', '70', 'مشترياتك', 'القادمة', 'انقر', 'wwwرابطوهمي1com']",عَرض خَاصّ حَصل خَصَم 70 مُشتَرَى هُوَ قَادِم انقر wwwرابطوهمي 1co m
spam,لا تفوت هذه الفرصة الفريدة لكسب أموال طائلة!,لا تفوت هذه الفرصة الفريدة لكسب أموال طائلة,"['لا', 'تفوت', 'هذه', 'الفرصة', 'الفريدة', 'لكسب', 'أموال', 'طائلة']","['تفوت', 'الفرصة', 'الفريدة', 'لكسب', 'أموال', 'طائلة']",فَات فُرصَة فَرِيد لِ كَسب مَال طَائِلَة
ham,هل تريد كوبًا من القهوة؟,هل تريد كوبًا من القهوة,"['هل', 'تريد', 'كوبًا', 'من', 'القهوة']","['تريد', 'كوبًا', 'القهوة']",أَرَاد كَوب قَهوَة
ham,أتمنى أن تكون بخير، لم نلتقِ منذ فترة!,أتمنى أن تكون بخير، لم نلتقِ منذ فترة,"['أتمنى', 'أن', 'تكون', 'بخير،', 'لم', 'نلتقِ', 'منذ', 'فترة']","['أتمنى', 'تكون', 'بخير،', 'نلتقِ', 'فترة']",تَمَنَّى كَان بِ خَير ، اِلتَقَِ فَترَة
spam,تم اختيار ملفك الشخصي على LinkedIn لفرصة عمل فريدة.,تم اختيار ملفك الشخصي على linkedin لفرصة عمل فريدة,"['تم', 'اختيار', 'ملفك', 'الشخصي', 'على', 'linkedin', 'لفرصة', 'عمل', 'فريدة']","['تم', 'اختيار', 'ملفك', 'الشخصي', 'linkedin', 'لفرصة', 'عمل', 'فريدة']",تَمّ اِختِيَار مَلفَك شَخصِيّ linkedi لِ فُرصَة عَمَل فَرِيد
spam,استثمر 100 يورو، اربح 1000 يورو في أسبوع!,استثمر 100 يورو، اربح 1000 يورو في أسبوع,"['استثمر', '100', 'يورو،', 'اربح', '1000', 'يورو', 'في', 'أسبوع']","['استثمر', '100', 'يورو،', 'اربح', '1000', 'أسبوع']",اِستَثمَر 100 يُورُو ، أُربُح 1000 أُسبُوع
ham,سأصل إلى منزلك خلال 5 دقائق.,سأصل إلى منزلك خلال 5 دقائق,"['سأصل', 'إلى', 'منزلك', 'خلال', '5', 'دقائق']","['سأصل', 'منزلك', 'خلال', '5', 'دقائق']",سَ أَصل منزلك خِلَالَ 5 دَقِيقَة
spam,انقر هنا لاكتشاف طريقة مذهلة لفقدان الوزن في 3 أيام.,انقر هنا لاكتشاف طريقة مذهلة لفقدان الوزن في 3 أيام,"['انقر', 'هنا', 'لاكتشاف', 'طريقة', 'مذهلة', 'لفقدان', 'الوزن', 'في', '3', 'أيام']","['انقر', 'لاكتشاف', 'طريقة', 'مذهلة', 'لفقدان', 'الوزن', '3', 'أيام']",أَنقَر لِ اِكتِشَاف طَرِيقَة مُذَهَّل لِ فِقدَان وَزن 3 يَوم
ham,شكرًا لمساعدتك، كان ذلك رائعًا!,شكرًا لمساعدتك، كان ذلك رائعًا,"['شكرًا', 'لمساعدتك،', 'كان', 'ذلك', 'رائعًا']","['شكرًا', 'لمساعدتك،', 'رائعًا']",شُكر لِ مُسَاعَدَة هُوَ ، رَائِع
spam,عاجل: سيتم إيقاف بطاقة SIM الخاصة بك خلال 24 ساعة، اتبع هذا الرابط: www.operateur-fake.com,عاجل سيتم إيقاف بطاقة sim الخاصة بك خلال 24 ساعة، اتبع هذا الرابط wwwoperateurfakecom,"['عاجل', 'سيتم', 'إيقاف', 'بطاقة', 'sim', 'الخاصة', 'بك', 'خلال', '24', 'ساعة،', 'اتبع', 'هذا', 'الرابط', 'wwwoperateurfakecom']","['عاجل', 'سيتم', 'إيقاف', 'بطاقة', 'sim', 'الخاصة', 'خلال', '24', 'ساعة،', 'اتبع', 'الرابط', 'wwwoperateurfakecom']",عَاجِل سَ تَمّ إِيقَاف بِطَاقَة sim خَاصّ خِلَالَ 24 سَاعَة ، اِتَّبَع رَابِط wwwope r ateurfak eco m
